,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.15,0.07,0.29,0.03,0.06,0.17,0.31,0.07,0.13,0.0,0.07,0.05,0.0,0.1,0.18,0.18,0.08,0.16
fbmanager.csv,0.71,0.34,0.14,0.0,0.35,0.5,0.46,0.29,0.81,0.11,0.3,0.26,0.25,0.35,0.45,0.29,0.31,0.35
freenet.csv,0.6,0.62,0.81,0.81,0.59,0.67,0.01,0.48,0.79,0.78,0.41,0.42,0.94,0.77,0.59,0.66,0.39,0.55
geogebra.csv,0.47,0.01,0.29,0.1,0.76,0.0,0.84,0.12,0.18,0.11,0.85,0.05,0.25,0.0,0.05,0.08,0.87,0.0
google-caja.csv,0.79,0.19,0.52,0.32,0.29,0.67,0.66,0.43,0.59,0.59,0.04,0.66,0.19,0.58,0.49,0.48,0.56,0.56
hibernate.csv,0.35,0.16,0.29,0.06,0.59,0.17,0.15,0.17,0.18,0.0,0.07,0.05,0.0,0.21,0.21,0.02,0.0,0.27
illumination.csv,0.06,0.52,0.57,0.23,0.35,0.0,0.25,0.01,0.14,0.0,0.07,0.03,0.25,0.14,0.04,0.0,0.05,0.4
kindb.csv,0.45,0.21,0.52,0.39,0.29,0.33,0.55,0.63,0.35,0.19,0.11,0.29,0.06,0.43,0.17,0.43,0.3,0.31
officefloor.csv,0.25,0.26,0.29,0.19,0.82,0.0,0.72,0.23,0.0,0.19,0.59,0.5,0.5,0.15,0.03,0.03,0.82,0.42
paintown.csv,0.62,0.0,0.33,0.32,0.35,0.33,0.42,0.23,0.45,0.3,0.37,0.45,0.44,0.45,0.35,0.58,0.5,0.44
poormans.csv,0.29,0.52,0.52,0.26,0.41,0.33,0.28,0.06,0.17,0.19,0.22,0.26,0.06,0.02,0.0,0.14,0.17,0.28
qlc.csv,0.12,0.04,0.33,0.0,0.0,0.0,0.03,0.0,0.07,0.11,0.41,0.42,0.56,0.01,0.4,0.05,0.12,0.06
repositorium.csv,0.27,0.41,0.71,0.45,0.94,0.17,0.4,0.3,0.39,0.26,0.11,0.26,0.12,0.01,0.13,0.26,0.3,0.73
sevenupdate.csv,0.92,0.96,0.81,0.9,0.47,0.0,0.23,0.97,0.99,0.3,0.93,1.0,1.0,1.0,0.99,0.91,0.92,0.77
sqlpower-library.csv,0.46,0.4,0.81,0.55,0.12,0.67,0.74,0.87,0.53,0.67,0.63,0.53,1.0,0.99,0.7,0.86,0.62,0.51
triplea.csv,0.57,0.49,0.05,0.35,0.65,0.33,0.58,0.63,0.5,0.37,0.67,0.66,0.5,0.53,0.55,0.49,0.34,0.33
yarp0.csv,0.53,0.29,0.52,0.55,0.29,0.5,0.48,0.37,0.66,0.33,0.41,0.0,0.38,0.84,0.49,0.48,0.39,0.57
