,scen-connect.csv,bwapi.csv,ontopia.csv,smartgwt.csv,adobe-source.csv,lite.csv,gisgraphy.csv
adobe-source.csv,0.57,0.19,0.21,0.99,0.15,0.59,0.58
bwapi.csv,0.07,0.22,1.0,0.98,0.98,0.27,1.0
gisgraphy.csv,0.54,0.22,0.0,0.24,0.03,0.8,0.21
lite.csv,0.33,0.03,0.5,0.25,0.02,0.22,0.56
ontopia.csv,0.98,1.0,0.29,0.23,0.83,0.83,0.31
smartgwt.csv,0.39,0.28,0.5,0.26,0.55,0.41,0.79
