,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.99
carabiner.csv,0.68,0.69,0.73,0.63,0.85,0.87,0.33,1.0,0.49
dvt.csv,0.3,0.98,0.2,0.17,0.15,0.07,0.33,0.5,0.51
flylinkdc.csv,0.92,0.31,0.27,0.26,0.56,0.67,0.17,0.14,0.28
jsr308-langtools.csv,0.62,0.31,0.4,0.63,0.93,0.97,0.33,0.5,0.42
rtb-team.csv,0.73,0.36,0.87,0.66,0.67,0.8,0.5,0.36,0.3
stemkit.csv,0.08,0.05,0.07,0.03,0.11,0.0,1.0,0.0,0.03
unimrcp.csv,0.16,0.1,0.0,0.26,0.96,0.27,0.33,0.09,0.06
utgb.csv,0.51,0.38,0.33,1.0,0.81,0.53,0.33,0.41,0.37
