,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.0,0.05,0.0,0.24,0.0,0.21,0.0,0.17,0.99
carabiner.csv,0.58,0.68,0.66,0.61,0.73,0.78,0.36,1.0,0.49
dvt.csv,0.34,0.98,0.23,0.2,0.18,0.09,0.37,0.47,0.51
flylinkdc.csv,0.93,0.35,0.31,0.3,0.58,0.69,0.2,0.17,0.33
jsr308-langtools.csv,0.64,0.35,0.45,0.61,0.82,0.98,0.37,0.55,0.48
rtb-team.csv,0.72,0.4,0.89,0.61,0.68,0.8,0.53,0.4,0.35
stemkit.csv,0.1,0.06,0.09,0.04,0.13,0.0,1.0,0.0,0.04
unimrcp.csv,0.19,0.12,0.0,0.3,0.97,0.31,0.38,0.11,0.07
utgb.csv,0.55,0.39,0.38,1.0,0.75,0.58,0.37,0.45,0.39
