,flylinkdc.csv,dvt.csv,rtb-team.csv,utgb.csv,unimrcp.csv,jsr308-langtools.csv,stemkit.csv,carabiner.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.36,0.51,0.38,0.38,0.41,0.41,0.36,0.41,0.35
carabiner.csv,0.44,0.36,0.47,0.42,0.5,0.43,0.54,0.61,0.46
dvt.csv,0.97,0.71,0.65,0.91,0.96,0.8,0.95,0.6,0.53
flylinkdc.csv,0.71,0.5,0.78,0.73,0.5,0.42,0.92,0.83,0.58
jsr308-langtools.csv,0.5,0.48,0.64,0.36,0.36,0.38,0.68,0.65,0.5
rtb-team.csv,0.41,0.38,0.69,0.33,0.38,0.32,0.46,0.62,0.6
stemkit.csv,0.8,0.97,0.0,0.0,0.92,0.0,0.83,0.5,0.5
unimrcp.csv,0.92,0.92,0.0,0.71,0.63,0.8,0.9,0.5,0.75
utgb.csv,0.71,0.68,0.75,0.54,0.53,0.5,0.83,0.72,0.74
