,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.45,0.75,0.61,0.45,0.64,0.24,0.95,0.76,0.43,0.35,0.6
gamestone.csv,0.1,0.88,0.29,0.23,0.14,0.08,0.21,0.12,0.03,0.14,0.07
gbif-providertoolkit.csv,0.12,0.0,0.11,0.03,0.79,0.1,0.05,0.28,0.26,0.05,0.37
heekscad.csv,1.0,0.75,0.71,0.9,0.71,0.0,0.34,0.4,0.67,0.52,0.07
igarden.csv,0.29,0.0,0.2,0.9,0.21,0.08,0.03,0.16,0.31,0.18,0.49
levent.csv,0.84,0.5,0.73,0.77,0.71,1.0,0.71,0.48,0.48,0.57,0.81
lportal.csv,0.05,0.62,0.16,0.23,0.0,0.35,0.5,0.08,0.89,0.46,0.28
natpad.csv,0.68,0.12,0.54,0.48,0.5,0.67,0.55,0.6,0.76,0.43,0.98
openmsx.csv,0.56,0.12,0.29,0.68,0.64,0.22,0.42,0.84,0.74,0.98,0.33
owlapi.csv,0.1,0.0,0.04,0.03,0.36,0.04,0.0,1.0,0.32,0.05,0.16
xcsoar.csv,0.64,0.5,0.98,0.48,0.64,0.51,0.55,0.56,0.66,0.34,0.72
