,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.43,0.7,0.49,0.31
columba.csv,0.76,0.18,0.6,0.66
decidr.csv,0.75,0.91,0.73,0.86
jajuk.csv,0.78,0.73,0.96,0.99
