,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.3,0.49,0.31,0.38,0.36,0.96,0.05,0.47,0.37,0.02,0.53,0.07,0.0,0.35,0.41
badtrinity-zero.csv,0.35,0.41,0.97,0.21,0.56,0.18,0.15,0.31,0.72,0.27,0.88,0.41,0.27,0.42,0.73
biodwh.csv,0.13,0.27,0.54,0.17,0.41,0.12,0.13,0.06,0.65,0.68,0.04,0.2,1.0,0.86,0.08
critterding.csv,0.44,0.99,0.42,0.46,0.3,0.07,0.18,0.66,0.56,0.55,0.86,0.64,0.38,0.66,0.57
elateportal.csv,0.54,0.6,0.54,0.46,0.42,0.16,0.15,0.78,0.64,0.66,1.0,0.82,0.13,0.04,0.75
enzo.csv,0.57,0.55,0.65,0.5,0.5,0.16,0.12,0.78,0.81,0.98,0.94,0.83,0.26,0.71,0.78
factor.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0
gusanos.csv,0.47,0.56,0.56,0.55,0.29,0.2,0.14,0.98,0.56,0.65,0.51,0.73,0.21,0.61,0.77
miranda.csv,0.49,0.37,0.45,0.55,0.47,0.16,0.21,0.35,0.71,0.38,0.09,0.5,0.23,0.0,0.99
modplug.csv,0.53,0.59,0.61,0.55,0.53,0.17,0.14,0.77,0.99,0.7,0.64,0.85,0.3,0.64,0.76
monetdb.csv,0.47,0.54,0.49,0.44,0.96,0.16,0.11,0.6,0.58,0.37,0.86,0.47,0.26,0.48,0.62
quarkplayer.csv,0.23,0.31,0.1,0.17,0.16,0.05,1.0,0.18,0.33,0.35,0.84,0.13,0.0,0.16,0.08
reactos-mirror.csv,0.99,0.66,0.63,0.45,0.5,0.15,0.11,0.76,0.74,0.66,0.94,0.85,0.28,0.78,0.81
sandiaportals.csv,0.52,0.65,0.51,0.53,0.42,0.18,0.19,0.79,0.59,0.69,0.6,0.98,0.24,0.69,0.75
xbplayer.csv,0.39,0.35,0.37,0.99,0.41,0.17,0.11,0.5,0.54,0.11,0.16,0.25,0.26,0.33,0.54
