,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.6,0.67,0.46,0.5,0.48,0.45,0.52,0.4,0.44,0.41,0.74,0.57,0.54,0.31,0.45
glelite.csv,0.44,0.38,0.4,0.4,0.46,0.3,0.32,0.34,0.36,0.43,0.41,0.36,0.51,0.3,0.45
hannosset.csv,0.86,0.5,0.92,0.64,0.92,0.92,0.0,0.9,0.83,0.94,0.85,0.0,0.98,0.92,0.0
ipfilter.csv,0.44,0.63,0.6,0.48,0.5,0.36,0.43,0.38,0.47,0.62,0.77,0.44,0.59,0.35,0.58
moving-pictures.csv,0.78,0.37,0.0,0.5,0.58,0.29,0.46,0.41,0.55,0.64,0.38,0.34,0.47,0.37,0.35
pclasses.csv,0.72,0.55,0.0,0.73,0.55,0.93,0.62,0.52,0.53,0.39,0.54,0.83,0.92,0.76,0.46
pfaedit.csv,0.75,0.48,0.0,0.6,0.49,0.39,0.88,0.88,0.66,0.9,0.34,0.5,0.57,0.85,0.7
qcad2.csv,0.92,0.81,0.9,0.77,0.48,0.35,0.77,0.43,0.45,0.86,0.73,0.88,0.57,0.38,0.55
rockbox.csv,0.86,0.37,0.0,0.44,0.83,0.38,0.4,0.86,0.95,0.41,0.38,0.76,0.9,0.89,0.32
roller.csv,0.46,0.37,0.41,0.43,0.49,0.42,0.29,0.35,0.41,0.44,0.39,0.37,0.54,0.3,0.54
theresa.csv,0.53,0.38,0.64,0.47,0.67,0.34,0.59,0.6,0.38,0.83,0.35,0.34,0.5,0.32,0.62
tzod.csv,0.56,0.45,0.54,0.88,0.59,0.32,0.86,0.69,0.41,0.95,0.64,0.42,0.63,0.31,0.86
xinity.csv,0.54,0.52,0.42,0.69,0.73,0.44,0.34,0.66,0.57,0.49,0.93,0.75,0.69,0.39,0.51
zabbix.csv,0.54,0.41,0.5,0.5,0.5,0.54,0.8,0.6,0.51,0.72,0.41,0.41,0.5,0.36,0.44
