,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,261.5,99.0,295.0,98.5,93.5,74.5,99.0,292.5,648.5,97.5,99.0,99.0
gwanted.csv,230.5,99.0,195.0,190.0,98.5,98.5,99.0,426.0,270.5,0.0,99.0,0.0
ivatamasks.csv,918.5,99.0,294.0,98.5,98.5,76.5,99.0,388.5,557.0,97.5,99.0,99.0
java-gnome.csv,556.5,98.5,392.5,191.0,98.5,71.5,484.5,192.0,87.5,89.5,99.0,99.0
orc.csv,210.5,99.0,295.0,98.5,98.5,95.5,99.0,390.5,555.0,0.0,99.0,99.0
plato.csv,1005.0,99.0,293.5,98.5,98.5,99.0,99.0,586.5,175.0,97.5,99.0,99.0
rodin-b-sharp.csv,63.5,98.5,295.0,88.5,265.0,99.0,288.0,1790.5,181.0,0.0,99.0,99.0
tycho.csv,725.0,99.0,97.5,98.5,191.0,99.0,286.5,289.5,87.5,97.5,99.0,93.5
umber.csv,268.5,99.0,393.5,98.5,98.5,99.0,99.0,489.0,648.5,95.5,99.0,99.0
unicase.csv,443.5,99.0,393.5,98.5,98.5,99.0,99.0,587.5,369.0,95.5,99.0,99.0
vienna-add-in.csv,732.0,99.0,196.0,289.5,387.0,99.0,973.0,389.0,274.5,95.5,97.5,94.5
wpdev.csv,1101.5,99.0,393.5,98.5,98.5,99.0,99.0,684.0,648.5,97.5,99.0,99.0
