,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.8,0.99,0.86,0.64,0.79,1.01,1.0,0.91,0.78,0.8,0.87,0.88,0.97,0.96,0.59,0.71,0.76,0.12
exl.csv,0.97,0.46,0.59,0.58,0.8,0.57,0.29,0.83,0.54,0.72,0.9,0.77,0.74,0.73,0.53,0.55,0.27,0.82
ildjit.csv,0.89,0.84,0.84,0.89,0.88,0.78,1.0,0.36,0.96,1.0,0.81,0.63,0.91,1.01,0.55,0.97,0.89,0.68
konversation.csv,0.6,0.3,0.52,0.68,0.61,0.4,0.58,0.98,0.88,0.86,0.4,0.74,0.62,0.56,0.73,0.66,0.55,0.5
ltp.csv,0.47,0.96,0.57,0.79,0.69,0.72,1.29,0.94,0.88,0.73,0.59,0.98,0.71,0.67,0.83,0.79,1.0,0.76
mcmc-jags.csv,0.91,0.55,0.73,0.89,0.64,0.16,0.58,0.88,0.61,0.74,0.47,1.0,0.59,0.38,0.82,0.49,0.77,0.92
micomt.csv,0.83,0.56,0.66,0.5,0.66,0.23,0.69,0.99,0.91,0.62,0.35,1.06,0.58,0.21,0.74,0.53,0.77,0.97
migen.csv,0.74,0.43,0.59,0.48,0.44,0.74,0.12,0.88,0.53,1.0,0.48,1.0,0.51,0.67,0.7,0.69,0.5,0.72
moviesandbox.csv,0.88,0.43,0.48,0.74,0.63,0.6,0.21,0.94,0.53,0.96,0.3,0.9,0.42,0.32,0.92,0.65,0.63,0.7
nebuladevice.csv,1.0,0.91,0.93,1.0,0.92,0.7,1.04,1.0,0.97,0.72,0.92,0.99,0.93,0.8,0.39,0.87,0.94,0.93
opengs.csv,0.92,0.38,0.61,0.81,0.68,0.48,0.42,0.84,0.32,0.65,0.54,0.8,0.54,0.45,0.7,0.61,0.3,0.48
openxava.csv,0.81,0.4,0.64,0.68,0.81,0.66,0.37,0.82,0.74,0.81,1.0,0.42,0.74,0.97,0.56,0.66,0.59,0.76
passwordsafe.csv,0.95,0.49,0.67,0.82,0.53,0.74,0.54,0.91,0.44,0.69,0.29,0.98,0.45,0.37,0.86,0.4,0.77,0.79
phonon-vlc-mplayer.csv,1.0,0.49,0.52,0.48,0.59,0.73,0.31,0.96,0.41,0.8,0.23,0.64,0.41,0.39,0.91,0.57,0.55,0.49
sepgsql.csv,0.63,0.41,0.5,0.35,0.5,0.74,0.13,0.8,0.67,0.8,0.38,0.67,0.35,0.54,0.93,0.49,0.41,0.56
tcl.csv,0.7,1.05,0.94,1.0,0.93,1.08,1.22,0.58,0.77,0.47,1.04,0.97,1.04,1.0,0.77,0.9,0.78,1.05
unflobtactical.csv,0.72,0.48,0.62,0.44,0.59,0.55,0.54,0.83,0.95,0.7,0.34,1.07,0.41,0.43,0.64,0.46,0.53,0.95
