,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.19,0.53,0.0,0.43,0.2,0.43,0.33,0.51,0.47,0.48,0.46,0.54,0.89,0.0,0.64,0.82,0.48
cubefs.csv,0.77,0.33,0.38,0.28,0.21,0.5,0.36,0.63,0.56,0.43,0.71,0.64,0.0,0.36,0.0,0.4,0.0
gwanted.csv,0.64,0.58,0.53,0.81,0.71,0.35,0.66,0.5,0.43,0.72,0.49,0.13,0.0,0.0,0.82,0.0,0.35
iaml.csv,0.19,0.39,0.45,0.29,0.67,0.35,0.36,0.4,0.66,0.42,0.2,0.14,0.0,0.35,0.0,0.24,0.46
java-gnome.csv,0.8,0.48,0.33,0.51,0.13,0.39,0.2,0.24,0.18,0.54,0.16,0.77,0.0,0.24,0.37,0.48,0.3
mecat.csv,0.58,0.23,0.38,0.29,0.69,0.02,0.02,0.11,0.01,0.29,0.01,0.06,0.0,0.0,0.97,0.0,0.24
mvdsv.csv,0.58,0.05,0.05,0.29,0.98,0.02,0.38,0.15,0.07,0.17,0.19,0.29,0.0,0.0,0.68,0.0,0.11
openwbem.csv,0.75,0.61,0.6,0.47,0.68,0.67,0.34,0.28,0.3,0.58,0.51,0.21,0.91,0.53,0.64,0.06,0.64
orc.csv,0.06,0.55,0.64,0.9,0.0,0.07,0.56,0.38,0.2,0.4,0.42,0.13,0.0,0.13,0.73,0.11,0.17
plato.csv,0.43,0.0,0.0,0.25,0.0,0.53,0.8,0.39,0.5,0.62,0.27,0.23,0.0,0.0,0.65,0.55,0.0
rodin-b-sharp.csv,0.58,0.01,0.0,0.49,0.67,0.17,0.58,0.84,0.44,0.44,0.17,0.78,0.0,0.0,0.32,0.38,0.32
ta3d.csv,0.85,0.18,0.13,0.23,0.0,0.43,0.14,0.14,0.46,0.42,0.11,0.42,0.0,0.04,0.0,0.25,0.64
tycho.csv,0.19,0.53,0.52,0.42,0.0,0.43,0.45,0.39,0.34,0.5,0.39,0.46,0.89,0.79,0.36,0.22,0.51
umber.csv,0.95,0.58,0.0,0.24,0.0,0.51,0.0,0.61,0.49,0.39,0.24,0.0,0.27,0.29,0.09,0.0,0.39
vienna-add-in.csv,0.72,0.5,0.0,0.44,0.0,0.71,0.54,0.42,0.37,0.49,0.55,0.32,0.84,0.63,0.32,0.54,0.44
wpdev.csv,0.09,0.05,0.99,0.05,0.24,0.09,0.0,0.0,0.26,0.26,0.0,0.0,0.59,0.17,0.3,0.38,0.0
