,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.16,0.75,0.91,0.56,0.33,0.4,0.29,0.63,0.44,0.46,0.74,0.6,1.0,0.86,0.67,0.84,0.51
cubefs.csv,0.74,0.29,0.33,0.25,1.0,0.48,0.31,0.67,0.71,0.39,0.75,0.77,0.0,0.31,0.67,0.36,0.97
gwanted.csv,0.68,0.56,0.47,0.88,0.67,0.3,0.81,0.47,0.38,0.71,0.51,0.11,0.0,0.0,1.0,0.0,0.31
iaml.csv,0.16,0.35,0.4,0.25,0.67,0.34,0.31,0.37,0.65,0.39,0.17,0.12,0.0,0.31,0.0,0.2,0.43
java-gnome.csv,0.89,0.46,0.28,0.5,1.0,0.48,0.17,0.21,0.15,0.57,0.13,0.75,0.0,0.2,0.33,0.48,0.26
mecat.csv,0.53,0.19,0.33,0.25,0.67,0.02,0.02,0.09,0.01,0.25,0.01,0.05,0.0,0.0,1.0,0.0,0.2
mvdsv.csv,0.53,0.04,0.04,0.25,1.0,0.02,0.36,0.12,0.06,0.14,0.16,0.25,0.0,0.0,0.67,0.0,0.09
openwbem.csv,0.95,0.59,0.55,0.44,0.67,0.72,0.31,0.25,0.26,0.54,0.48,0.18,1.0,0.49,0.67,0.05,0.63
orc.csv,0.05,0.52,0.59,0.94,0.0,0.06,0.64,0.34,0.17,0.36,0.57,0.11,0.0,0.11,1.0,0.09,0.14
plato.csv,1.0,1.0,1.0,0.75,1.0,0.89,0.81,0.9,0.95,0.68,0.23,0.19,1.0,1.0,1.0,0.91,1.0
rodin-b-sharp.csv,0.53,0.01,0.47,0.44,1.0,0.14,0.6,0.83,0.49,0.43,0.14,0.86,0.0,0.0,0.33,0.39,0.29
ta3d.csv,0.89,0.15,0.11,0.19,0.0,0.42,0.12,0.12,0.42,0.39,0.09,0.37,0.0,0.03,0.0,0.22,0.66
tycho.csv,0.16,0.51,0.53,0.38,0.0,0.4,0.4,0.4,0.3,0.46,0.66,0.42,1.0,0.8,0.33,0.19,0.49
umber.csv,0.95,0.75,0.94,0.88,1.0,0.66,0.95,0.95,0.76,0.64,0.88,1.0,1.0,0.26,1.0,0.98,0.86
vienna-add-in.csv,0.79,0.53,0.6,0.56,0.0,0.75,0.6,0.43,0.34,0.61,0.58,0.3,1.0,0.71,0.33,0.55,0.66
wpdev.csv,1.0,1.0,0.99,1.0,1.0,0.94,1.0,1.0,0.86,0.79,1.0,0.96,1.0,1.0,1.0,0.81,0.97
