,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.39,0.6,0.58,0.29,0.68,0.57,0.61,0.25,0.11,0.68,0.71,0.29,0.7,0.36,0.36,0.0,0.81,0.83
beast-mcmc.csv,0.53,0.44,0.53,0.25,0.66,0.54,0.59,0.39,0.17,0.59,0.28,0.27,0.58,0.33,0.6,0.43,0.79,0.86
cuberok.csv,0.38,0.38,0.53,0.19,0.69,0.52,0.48,0.67,0.21,0.55,0.32,0.27,0.61,0.34,0.46,0.26,0.76,0.8
exist.csv,0.3,0.33,0.6,0.19,0.7,0.49,0.51,0.42,0.15,0.48,0.27,0.29,0.8,0.32,0.53,0.37,0.78,0.67
ingex.csv,0.31,0.38,0.72,0.26,0.8,0.5,0.55,0.39,0.17,0.52,0.42,0.33,0.63,0.36,0.67,0.5,0.77,0.67
javaprofiler.csv,0.36,0.39,0.54,0.19,0.66,0.54,0.51,0.4,0.17,0.62,0.33,0.3,0.56,0.32,0.54,0.27,0.76,0.88
jbasic.csv,0.31,0.4,0.46,0.24,0.68,0.54,0.55,0.45,0.19,0.65,0.32,0.29,0.58,0.32,0.38,0.41,0.79,0.74
jgnash.csv,0.3,0.39,0.62,0.29,0.67,0.58,0.55,0.37,0.33,0.57,0.32,0.35,0.69,0.45,0.56,0.4,0.86,0.84
jrefactory.csv,0.2,0.29,0.71,0.16,0.52,0.4,0.46,0.37,0.1,0.46,0.26,0.33,0.91,0.36,0.53,0.38,0.81,0.7
jsecurity.csv,0.45,0.61,0.47,0.41,0.76,0.51,0.61,0.32,0.14,0.58,0.19,0.3,0.74,0.32,0.67,0.55,0.83,0.68
libopenmetaverse.csv,0.26,0.33,0.58,0.19,0.64,0.69,0.51,0.35,0.15,0.49,0.33,0.31,0.54,0.31,0.54,0.37,0.75,0.68
mobicents.csv,0.39,0.42,0.56,0.36,0.87,0.42,0.69,0.44,0.23,0.56,0.42,0.27,0.62,0.37,0.57,0.37,0.82,0.69
mp-rechnungs-und-kundenverwaltung.csv,0.28,0.44,0.53,0.19,0.79,0.75,0.64,0.53,0.29,0.53,0.45,0.67,0.75,0.49,1.0,0.51,0.79,0.74
openefm.csv,0.29,0.53,0.43,0.22,0.78,0.53,0.55,0.38,0.17,0.69,0.56,0.3,0.62,0.35,0.68,0.47,0.89,0.65
power-architect.csv,0.25,0.37,0.58,0.24,0.66,0.5,0.52,0.39,0.14,0.41,0.3,0.3,0.57,0.33,0.54,0.27,0.93,0.64
sidekar.csv,0.0,0.43,0.0,1.0,0.87,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59
wheat.csv,0.31,0.35,0.4,0.27,0.74,0.44,0.53,0.48,0.16,0.48,0.4,0.36,0.59,0.31,0.74,0.42,0.84,0.56
yarp0.csv,0.2,0.36,0.5,0.22,0.71,0.48,0.6,0.32,0.11,0.47,0.6,0.5,0.65,0.35,0.56,0.42,0.74,0.58
