,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.5,0.42,0.53,0.47,0.38,0.5,0.47,0.83,0.36,0.36,0.34
cubefs.csv,0.9,0.42,0.45,0.45,0.42,0.56,0.49,0.51,0.8,0.44,0.34
iaml.csv,0.99,0.5,0.71,0.99,0.79,0.53,0.58,0.91,0.59,0.48,0.9
ivataopenportal.csv,0.46,0.42,0.47,0.41,0.33,0.53,0.41,0.41,0.39,0.33,0.34
mb-unit.csv,0.51,0.92,0.63,0.47,0.38,0.42,0.44,0.89,0.45,0.33,0.52
mvdsv.csv,0.94,0.61,0.0,0.98,0.88,0.5,0.94,0.88,0.75,0.86,0.83
nova.csv,0.58,0.58,0.53,0.6,0.59,0.51,0.66,0.47,0.45,0.61,0.47
olex2.csv,0.58,0.5,0.63,0.53,0.48,0.46,0.68,0.71,0.83,0.54,0.46
openwbem.csv,0.47,0.83,0.67,0.58,0.46,0.53,0.73,0.43,0.43,0.52,0.45
xcmetadataservicestoolkit.csv,0.99,0.57,0.47,0.67,0.73,0.51,0.51,0.94,0.44,0.4,0.37
