,id,count_recall,count_precision,count_pf,cdom_score,bellwether
48,3,2,2,3,4,encog-java.csv
46,4,1,3,4,3,fontforge.csv
53,5,4,10,11,19,mcmc-jags.csv
22,6,1,13,17,17,amateur-scrolls.csv
17,7,1,1,2,1,openmeetings.csv
28,8,1,3,5,4,httpcontentparser.csv
15,9,2,11,16,19,alsa.csv
25,10,1,9,18,17,konversation.csv
16,11,7,8,8,10,sigil.csv
49,12,1,9,14,13,exordium.csv
52,13,1,4,7,7,motu.csv
54,14,1,2,7,7,playerstage.csv
47,15,1,1,5,5,haphazard.csv
19,16,1,3,5,4,turbotrader-bos.csv
24,17,6,5,10,19,libarchive.csv
13,18,1,9,18,17,gzigzag.csv
26,19,1,9,14,14,unimrcp.csv
12,20,1,1,1,0,dataobjectsdotnet.csv
29,21,3,5,10,8,skia.csv
55,22,1,3,4,3,neoengine.csv
45,24,1,3,8,7,jmoney.csv
56,25,1,2,1,1,m-m-m.csv
27,26,1,2,4,4,coot.csv
14,27,1,5,7,6,archive-crawler.csv
23,28,2,6,7,10,jrdf.csv
18,29,1,4,8,7,ibatisdb.csv
36,30,4,7,15,15,geotools.csv
4,32,1,1,2,1,bloodycore.csv
11,33,6,3,9,13,v8.csv
10,34,4,7,16,14,mumble.csv
5,35,1,6,11,10,novembre.csv
37,37,1,11,17,15,lamp.csv
32,38,2,10,14,15,guineu.csv
38,39,1,7,12,11,owlapi.csv
50,40,1,5,7,7,javagroups.csv
43,41,1,3,10,9,jam-daq.csv
20,42,1,6,18,18,mevenide.csv
31,43,2,7,8,15,pustefix.csv
30,44,1,9,18,19,owfs.csv
21,45,1,7,11,11,crisscross.csv
42,46,1,11,18,18,tokratan.csv
51,47,3,3,6,7,botsnscouts.csv
44,48,2,2,4,4,snakeyaml.csv
2,50,4,3,9,12,cuberok.csv
7,51,2,4,17,16,gbif-providertoolkit.csv
39,52,3,2,3,5,tango-cs.csv
35,53,1,3,4,3,thrust.csv
34,54,1,5,10,10,wgs-assembler.csv
40,55,1,9,14,13,rocrail.csv
6,56,1,3,5,4,xbplayer.csv
3,57,1,6,10,9,jahshakafx.csv
8,58,1,3,6,4,opennms.csv
1,59,1,4,13,11,jgameai.csv
9,60,1,10,19,19,nebuladevice.csv
0,61,1,4,7,6,projecteqemu.csv
33,62,2,5,3,7,img-browse-sort.csv
41,63,1,4,15,13,quark.csv
