,nug.csv,rezilla.csv,badtrinity-zero.csv,fltk.csv,betoffice.csv,xmemcached.csv,exordium.csv,toped.csv,apertium.csv,gabel.csv,irrlicht.csv,zoolib.csv,genoviz.csv
apertium.csv,0.86,0.0,0.89,0.97,0.89,0.48,0.75,0.89,0.59,0.62,0.95,0.71,0.35
badtrinity-zero.csv,0.33,0.83,0.44,0.48,0.75,0.56,0.44,0.33,0.47,0.86,0.44,0.6,0.41
betoffice.csv,0.42,0.38,0.47,0.57,0.57,0.7,0.54,0.6,0.59,0.58,0.51,0.53,0.34
exordium.csv,0.8,0.8,0.61,0.61,0.58,0.45,0.55,0.33,0.65,0.46,0.58,0.71,0.33
fltk.csv,0.41,0.75,0.57,0.53,0.88,0.47,0.5,0.36,0.44,0.58,0.57,0.98,0.42
gabel.csv,0.88,0.8,0.65,0.76,0.91,0.48,0.56,0.42,0.61,0.68,0.56,0.98,0.31
genoviz.csv,0.5,0.0,0.79,0.96,0.88,0.87,0.8,0.89,0.63,0.63,0.8,0.92,0.83
irrlicht.csv,0.38,0.36,0.0,0.42,0.39,0.39,0.41,0.32,0.41,0.46,0.51,0.49,0.32
nug.csv,0.67,0.61,0.6,0.7,0.43,0.44,0.78,0.92,0.43,0.51,0.56,0.51,0.32
rezilla.csv,0.37,0.54,0.51,0.78,0.57,0.88,0.67,0.49,0.67,0.88,0.64,0.53,0.59
toped.csv,0.44,0.38,0.58,0.45,0.64,0.42,0.49,0.38,0.46,0.49,0.57,0.9,0.34
xmemcached.csv,0.76,0.36,0.61,0.66,0.49,0.55,0.45,0.44,0.53,0.45,0.61,0.74,0.33
zoolib.csv,0.62,0.88,0.63,0.69,0.61,0.44,0.52,0.33,0.48,0.69,0.64,0.96,0.5
