,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.18,0.22,1.0,1.0,0.17,0.0
exl.csv,0.24,0.22,0.44,1.0,0.21,0.98
opennms.csv,0.93,0.25,0.38,1.0,0.24,1.0
phet.csv,0.32,1.0,0.29,0.99,0.0,0.54
runuomondains.csv,0.0,0.19,0.48,1.0,1.0,0.58
