,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.07,0.12,0.87,0.01,0.12,0.0
exl.csv,0.43,0.38,0.8,0.38,0.62,0.98
opennms.csv,1.0,0.17,0.27,0.26,0.5,0.15
phet.csv,0.82,0.91,0.17,0.57,0.0,0.17
runuomondains.csv,0.0,0.1,0.33,0.03,1.0,0.34
