,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.94,0.89,0.13,0.99,0.88,1.0
exl.csv,0.76,0.74,0.61,0.62,0.49,0.08
opennms.csv,0.03,0.84,0.77,0.74,0.55,0.85
phet.csv,0.65,0.09,0.86,1.09,1.12,0.95
runuomondains.csv,1.0,0.91,0.7,0.97,0.0,1.01
