,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,0.09,0.14,0.89,0.01,0.15,0.0
exl.csv,0.44,0.41,0.68,0.43,0.63,0.97
opennms.csv,0.99,0.2,0.31,0.31,0.54,0.18
phet.csv,0.67,0.93,0.2,0.0,0.0,0.2
runuomondains.csv,0.0,0.12,0.37,0.04,1.0,0.31
