,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,8.0,2.0,0.0,0.0,4.0,53.0
exl.csv,0.0,1.0,3.0,0.0,1.0,0.0
opennms.csv,0.0,9.0,1.0,0.0,9.0,0.0
phet.csv,1.0,0.0,0.0,0.0,66.0,1.0
runuomondains.csv,104.0,5.0,1.0,0.0,0.0,1.0
