,0,1,2,3,4,5,6,7,8
guineu.csv,0.5,0.5,0.33,0.22,0.5,0.33,0.22,0.5,0.33
rhex.csv,0.5,0.0,0.0,0.33,0.0,0.0,0.5,0.0,0.0
owlib.csv,0.31,0.47,0.42,0.36,0.47,0.42,0.33,0.47,0.42
ktc.csv,0.3,0.47,0.31,0.35,0.47,0.31,0.33,0.47,0.31
jedit.csv,0.33,0.67,0.67,0.29,0.67,0.67,0.38,0.67,0.67
net-snmp.csv,0.33,0.67,0.5,0.33,0.67,0.5,0.33,0.67,0.5
encog-java.csv,0.38,0.39,0.0,0.42,0.39,0.0,0.48,0.39,0.0
umber.csv,0.25,0.29,0.5,0.33,0.29,0.5,0.67,0.29,0.5
jahshakafx.csv,0.35,0.62,0.31,0.35,0.62,0.31,0.33,0.62,0.31
jahshaka.csv,0.33,0.0,0.0,0.2,0.0,0.0,0.33,0.0,0.0
selenium.csv,0.0,0.67,0.75,0.4,0.67,0.75,0.4,0.67,0.75
paintown.csv,0.25,0.5,0.29,0.25,0.5,0.29,0.33,0.5,0.29
h2database.csv,0.53,0.58,0.0,0.31,0.58,0.0,0.36,0.58,0.0
x4x.csv,0.2,0.0,0.2,0.17,0.0,0.2,0.17,0.0,0.2
elmo.csv,0.5,0.29,0.0,0.17,0.29,0.0,0.17,0.29,0.0
jmoney.csv,0.2,0.33,0.5,0.25,0.33,0.5,0.25,0.33,0.5
google-collections.csv,0.33,0.0,0.25,0.25,0.0,0.25,0.33,0.0,0.25
baadengine.csv,0.46,0.55,0.4,0.44,0.55,0.4,0.45,0.55,0.4
raven-monitoring.csv,0.33,0.33,0.4,0.33,0.33,0.4,0.33,0.33,0.4
smbopensoft.csv,0.29,0.33,0.36,0.45,0.33,0.36,0.0,0.33,0.36
xharbour.csv,0.25,0.5,0.27,0.25,0.5,0.27,0.2,0.5,0.27
flylinkdc.csv,0.67,0.38,0.4,0.25,0.38,0.4,0.33,0.38,0.4
reactos-mirror.csv,0.38,0.45,0.0,0.43,0.45,0.0,0.43,0.45,0.0
qpe.csv,0.6,0.64,0.0,0.59,0.64,0.0,0.47,0.64,0.0
xbrlapi.csv,0.25,0.25,0.33,0.33,0.25,0.33,0.33,0.25,0.33
prelude.csv,0.4,0.67,0.4,0.0,0.67,0.4,0.0,0.67,0.4
neoengine.csv,0.4,0.8,0.45,0.44,0.8,0.45,0.36,0.8,0.45
atunes.csv,0.43,0.47,0.0,0.41,0.47,0.0,0.55,0.47,0.0
avifile.csv,0.33,0.5,0.0,0.29,0.5,0.0,0.4,0.5,0.0
lamp.csv,0.5,0.36,0.0,0.38,0.36,0.0,0.29,0.36,0.0
logicmail.csv,0.2,0.33,0.25,0.17,0.33,0.25,0.25,0.33,0.25
wgs-assembler.csv,0.4,0.22,0.0,0.43,0.22,0.0,0.29,0.22,0.0
plearn.csv,0.4,0.67,0.67,0.4,0.67,0.67,0.4,0.67,0.67
werx.csv,0.31,0.33,0.3,0.31,0.33,0.3,0.67,0.33,0.3
openwbem.csv,0.48,0.5,0.41,0.4,0.5,0.41,0.41,0.5,0.41
qgo.csv,0.29,0.0,0.5,0.2,0.0,0.5,0.29,0.0,0.5
jaql.csv,0.5,0.45,0.57,0.44,0.45,0.57,0.44,0.45,0.57
kmatplot.csv,0.23,0.57,0.67,0.25,0.57,0.67,0.3,0.57,0.67
pclasses.csv,0.2,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.0
