,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.26,0.88,0.41,0.64,1.0,0.67,0.0,1.0,1.0,0.0,0.79,0.19
fityk.csv,0.46,0.83,0.4,0.68,0.25,0.62,0.19,0.54,1.0,0.03,0.64,0.2
hatari.csv,1.0,0.77,0.46,0.7,0.3,0.7,0.17,0.53,0.83,0.05,0.24,0.3
lmms.csv,0.46,0.81,0.29,1.0,0.32,0.81,0.2,0.64,0.63,0.05,0.33,0.23
mecat.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nullc.csv,0.45,1.0,0.37,0.66,0.29,0.65,0.08,0.6,0.67,0.07,0.6,0.23
oscarmcmaster.csv,0.6,1.0,0.52,0.93,0.67,0.8,0.5,0.7,0.6,0.25,0.47,1.0
superwaba.csv,0.61,0.83,1.0,0.7,0.32,0.51,0.14,0.64,0.76,0.05,0.66,0.26
tycho.csv,0.0,0.83,0.41,0.7,0.3,0.58,0.09,0.97,0.7,0.06,0.61,0.2
vienna-add-in.csv,0.45,0.87,0.37,0.63,0.33,1.0,0.16,0.56,0.78,0.05,0.25,0.27
voms.csv,0.36,1.0,0.68,0.64,0.0,1.0,1.0,1.0,0.67,0.33,0.6,0.8
wsmt.csv,0.0,0.75,0.8,0.59,0.27,0.65,0.06,1.0,1.0,0.0,1.0,0.17
