,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.39,0.18,0.35,0.26,0.0,0.27,0.02,0.0,0.0,0.05,0.1,0.4
fityk.csv,0.83,0.73,0.23,0.66,0.87,0.44,0.26,0.61,0.0,0.52,0.4,0.39
hatari.csv,0.0,0.45,0.43,0.33,0.46,0.51,0.61,0.29,0.18,0.68,0.53,0.38
lmms.csv,0.42,0.91,0.16,0.0,0.59,0.12,0.18,0.36,0.64,0.33,0.4,0.27
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nullc.csv,0.97,0.0,0.49,0.82,0.87,0.56,0.53,0.82,1.0,0.65,0.67,0.45
oscarmcmaster.csv,0.17,0.0,0.24,0.01,0.02,0.1,0.08,0.11,0.18,0.05,0.53,0.0
superwaba.csv,0.25,0.45,0.0,0.4,0.28,0.61,0.29,0.32,0.36,0.58,0.53,0.47
tycho.csv,0.0,0.45,0.54,0.41,0.23,0.56,0.32,0.04,0.5,0.28,0.6,0.37
vienna-add-in.csv,0.89,0.64,0.29,0.3,0.64,0.0,0.39,0.43,0.23,0.62,0.2,0.38
voms.csv,0.64,0.0,0.1,0.05,0.02,0.0,0.0,0.0,0.05,0.03,0.07,0.01
wsmt.csv,0.03,0.64,0.03,0.1,0.31,0.34,0.26,0.0,0.0,0.25,0.0,0.17
