,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.2,0.34,0.47,0.29,0.85,0.31,0.0,0.07,0.06,0.0,0.36,0.39
fityk.csv,0.48,0.56,0.32,0.61,0.4,0.38,0.48,0.52,0.98,0.35,0.6,0.41
hatari.csv,1.0,0.37,0.65,0.45,0.55,0.57,0.71,0.3,0.49,0.55,0.16,0.62
lmms.csv,0.47,0.32,0.14,0.98,0.65,0.29,0.37,0.53,0.5,0.37,0.2,0.34
mecat.csv,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nullc.csv,0.13,0.97,0.52,0.49,0.43,0.5,0.35,0.52,0.0,0.73,0.65,0.52
oscarmcmaster.csv,0.35,0.19,0.52,0.12,0.11,0.23,0.61,0.24,0.17,0.38,0.41,0.95
superwaba.csv,0.52,0.51,0.97,0.53,0.4,0.32,0.37,0.49,0.58,0.6,0.76,0.6
tycho.csv,0.0,0.49,0.63,0.53,0.31,0.4,0.25,0.99,0.57,0.37,0.67,0.39
vienna-add-in.csv,0.37,0.69,0.36,0.32,0.67,0.99,0.57,0.45,0.45,0.58,0.07,0.55
voms.csv,0.43,0.02,0.43,0.06,0.0,0.05,1.0,0.07,0.06,0.38,0.11,0.11
wsmt.csv,0.0,0.41,0.28,0.09,0.36,0.35,0.13,0.04,0.09,0.0,0.98,0.16
