,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.78,0.42,0.32,0.99,0.43,0.55,0.62,0.41,0.54,0.31,0.68,0.06,0.4,0.47
encog-cs.csv,0.41,0.66,0.44,0.26,0.59,0.58,0.59,0.37,0.98,0.51,0.59,0.58,0.0,0.47
extprosys.csv,0.0,0.0,0.93,0.53,0.41,0.59,0.58,0.66,0.5,0.48,0.51,0.64,0.65,0.5
intact.csv,0.0,0.5,0.11,0.19,0.59,1.0,0.0,0.34,0.37,0.35,0.48,0.43,0.38,0.19
japano.csv,0.33,0.0,0.44,0.26,0.34,0.17,0.67,1.0,0.05,0.41,0.09,0.28,0.0,0.13
lockss.csv,0.0,0.1,0.11,0.02,0.09,0.16,0.1,0.05,0.17,0.96,0.06,0.0,0.06,0.0
officefloor.csv,0.0,0.33,0.18,0.59,0.46,0.31,0.48,0.54,0.21,0.21,0.91,0.52,0.43,0.48
opennms.csv,0.96,0.38,0.02,0.17,0.97,0.09,0.21,0.12,0.24,0.27,0.3,0.34,0.14,0.13
primefaces.csv,0.75,0.0,0.17,0.59,0.5,0.53,0.48,0.41,0.25,0.21,0.49,0.48,0.99,0.54
rohxel.csv,0.36,0.34,0.55,0.62,0.58,0.5,0.96,0.59,0.69,0.67,0.59,0.59,0.34,0.56
roolo.csv,0.0,0.33,0.11,0.25,0.17,0.2,0.18,0.25,0.2,0.37,0.56,0.95,0.06,0.19
sevenupdate.csv,0.56,1.0,0.05,0.53,0.54,0.48,0.32,0.35,0.55,0.56,0.24,0.4,0.26,0.35
web-cat.csv,0.84,0.54,0.52,0.41,0.6,0.46,0.59,0.51,0.4,0.43,0.47,0.61,0.65,0.99
