,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,45.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,4.0,90.0,5.0,1.0,4.0
encog-cs.csv,71.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,21.0,269.0,0.0,2.0,1.0
extprosys.csv,104.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,15.0,6.0,309.0,0.0,2.0,1.0
intact.csv,104.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,104.0,0.0,2.0,3.0
japano.csv,72.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,16.0,17.0,318.0,0.0,2.0,1.0
lockss.csv,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,55.0,56.0,0.0,49.0
officefloor.csv,104.0,0.0,8.0,1.0,1.0,8.0,0.0,0.0,16.0,4.0,0.0,0.0,2.0,1.0
opennms.csv,17.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,47.0,0.0,1.0,2.0
primefaces.csv,44.0,0.0,2.0,0.0,14.0,8.0,0.0,0.0,4.0,7.0,161.0,0.0,0.0,6.0
rohxel.csv,71.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,6.0,57.0,0.0,4.0,4.0
roolo.csv,104.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,278.0,0.0,3.0,0.0
sevenupdate.csv,61.0,0.0,2.0,1.0,2.0,5.0,0.0,0.0,14.0,3.0,285.0,0.0,2.0,1.0
web-cat.csv,38.0,0.0,2.0,1.0,1.0,8.0,0.0,0.0,14.0,6.0,313.0,0.0,2.0,0.0
