,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.58,0.9,0.92,0.01,0.68,0.68,0.58,0.91,0.62,0.78,0.64,0.96,0.81,0.83
encog-cs.csv,0.88,0.68,0.86,0.95,0.75,0.76,0.74,0.89,0.03,0.81,0.74,0.76,1.0,0.85
extprosys.csv,1.27,1.06,0.08,0.8,0.88,0.72,0.71,0.61,0.83,0.84,0.79,0.69,0.66,0.75
intact.csv,1.13,0.83,0.91,0.84,0.54,0.0,1.02,0.74,0.69,0.81,0.64,0.87,0.89,0.88
japano.csv,0.91,1.0,0.86,0.94,0.95,0.96,0.65,0.0,0.99,0.87,0.98,0.95,1.0,0.98
lockss.csv,1.0,0.93,0.91,0.98,0.93,0.87,0.93,0.96,0.87,0.05,0.95,1.0,0.96,1.0
officefloor.csv,1.01,0.73,0.87,0.71,0.69,0.8,0.75,0.64,0.89,0.87,0.11,0.64,0.73,0.69
opennms.csv,0.18,0.67,0.98,0.86,0.04,0.93,0.83,0.9,0.81,0.78,0.75,0.72,0.94,0.9
primefaces.csv,0.63,1.11,0.96,0.67,0.72,0.8,0.84,0.91,0.81,0.85,0.74,0.78,0.04,0.74
rohxel.csv,0.9,1.0,0.57,0.49,0.72,0.76,0.05,0.71,0.63,0.65,0.6,0.72,0.94,0.77
roolo.csv,1.02,0.79,0.91,0.8,0.87,0.84,0.85,0.79,0.83,0.7,0.62,0.06,0.96,0.85
sevenupdate.csv,0.8,0.0,0.99,0.8,0.74,0.84,0.91,0.92,0.77,0.79,0.94,0.91,0.94,0.9
web-cat.csv,0.49,0.75,0.76,0.89,0.72,0.77,0.74,0.73,0.77,0.76,0.83,0.7,0.68,0.03
