,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.03,0.76,0.42,1.0,0.35,0.4,0.72,0.66,0.47,0.22,0.07,0.08,0.43,0.4
encog-cs.csv,0.02,0.9,0.41,0.83,0.42,0.46,0.82,0.92,0.98,0.28,0.06,0.55,0.7,0.55
extprosys.csv,0.0,0.74,0.95,0.88,0.42,0.44,0.74,0.84,0.47,0.31,0.05,0.55,0.72,0.43
intact.csv,0.0,0.93,0.14,0.27,0.46,1.0,0.77,0.45,0.4,0.2,0.07,0.45,0.75,0.2
japano.csv,0.02,0.94,0.45,0.86,0.32,0.44,0.84,1.0,0.53,0.33,0.05,0.43,0.71,0.49
lockss.csv,0.0,0.15,0.15,0.04,0.12,0.21,0.14,0.08,0.2,0.98,0.03,0.0,0.09,0.0
officefloor.csv,0.0,0.44,0.19,0.79,0.34,0.26,0.59,0.68,0.2,0.15,0.94,0.44,0.48,0.43
opennms.csv,0.1,0.49,0.03,0.24,0.98,0.12,0.3,0.19,0.29,0.29,0.09,0.37,0.19,0.17
primefaces.csv,0.03,0.62,0.44,0.75,0.34,0.41,0.8,0.66,0.27,0.17,0.05,0.38,0.99,0.47
rohxel.csv,0.02,0.58,0.45,0.73,0.4,0.36,0.97,0.83,0.58,0.37,0.07,0.5,0.61,0.53
roolo.csv,0.0,0.43,0.16,0.35,0.2,0.23,0.27,0.34,0.27,0.33,0.07,0.95,0.09,0.24
sevenupdate.csv,0.02,1.0,0.44,0.88,0.37,0.38,0.85,0.83,0.48,0.35,0.06,0.41,0.69,0.55
web-cat.csv,0.04,0.75,0.36,0.81,0.43,0.33,0.82,0.67,0.34,0.24,0.04,0.51,0.74,0.97
