,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.58,0.83,0.91,0.0,0.31,0.52,0.45,0.78,0.39,0.29,0.62,0.14,0.52,0.68
encog-cs.csv,0.88,0.67,0.84,0.93,0.71,0.74,0.73,0.89,0.0,0.75,0.71,0.76,1.0,0.84
extprosys.csv,0.79,1.0,0.01,0.79,0.87,0.67,0.64,0.56,0.78,0.82,0.66,0.68,0.63,0.58
intact.csv,0.52,0.83,0.09,0.0,0.32,0.0,1.0,0.22,0.19,0.43,0.33,0.84,0.89,0.26
japano.csv,0.91,1.0,0.86,0.93,0.88,0.96,0.64,0.0,0.99,0.87,0.98,0.92,1.0,0.97
lockss.csv,0.07,0.17,0.06,0.0,0.04,0.05,0.09,0.0,0.11,0.0,0.07,0.0,0.11,0.06
officefloor.csv,0.12,0.17,0.19,0.64,0.39,0.32,0.55,0.44,0.36,0.29,0.0,0.41,0.41,0.45
opennms.csv,0.18,0.0,0.08,0.0,0.0,0.03,0.09,0.11,0.09,0.09,0.13,0.16,0.33,0.06
primefaces.csv,0.63,1.0,0.96,0.57,0.52,0.75,0.82,0.78,0.19,0.24,0.54,0.59,0.04,0.65
rohxel.csv,0.9,0.83,0.32,0.29,0.66,0.6,0.0,0.67,0.61,0.62,0.46,0.68,0.89,0.74
roolo.csv,0.19,0.33,0.03,0.14,0.12,0.11,0.0,0.0,0.05,0.14,0.42,0.03,0.11,0.1
sevenupdate.csv,0.8,0.0,0.99,0.79,0.62,0.77,0.91,0.89,0.71,0.78,0.94,0.84,0.93,0.9
web-cat.csv,0.49,0.67,0.64,0.86,0.69,0.56,0.73,0.56,0.46,0.48,0.68,0.65,0.67,0.03
