,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.15,0.68,0.16,0.79,0.32,0.25,0.35,0.65,0.6,0.98
geotools.csv,0.11,0.63,0.15,0.75,0.32,0.67,0.99,0.75,0.2,0.64
gephex.csv,0.14,0.64,0.19,0.82,0.35,0.3,0.39,0.99,0.63,0.64
haggle.csv,0.12,1.0,0.2,0.68,0.33,0.19,0.33,0.61,0.51,0.75
java-gnome.csv,0.13,0.63,0.27,0.98,0.36,0.42,0.36,0.81,0.63,0.76
jgnash.csv,0.09,0.68,0.96,0.92,0.44,0.23,0.41,0.89,0.52,0.36
jrdf.csv,0.14,0.5,0.29,0.92,0.27,1.0,0.37,0.89,0.62,0.63
mpqc.csv,0.93,0.62,0.07,0.7,0.27,0.07,0.18,0.62,0.62,0.83
panda3d.csv,0.0,0.88,0.16,0.67,0.98,0.44,0.3,0.67,0.69,0.61
tencompetence.csv,0.14,0.53,0.12,0.82,0.3,0.17,0.22,0.5,0.99,0.25
