,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.26,0.75,0.27,0.85,0.46,0.37,0.45,0.76,0.59,0.99
geotools.csv,0.12,0.37,0.16,0.39,0.3,0.22,0.93,0.42,0.02,0.33
gephex.csv,0.22,0.68,0.27,0.73,0.49,0.38,0.45,0.99,0.34,0.53
haggle.csv,0.19,0.99,0.29,0.45,0.45,0.3,0.39,0.64,0.33,0.17
java-gnome.csv,0.21,0.52,0.37,0.99,0.46,0.54,0.43,0.3,0.44,0.55
jgnash.csv,0.09,0.34,0.96,0.34,0.4,0.29,0.44,0.2,0.14,0.13
jrdf.csv,0.12,0.2,0.34,0.58,0.22,0.97,0.41,0.2,0.28,0.37
mpqc.csv,0.8,0.51,0.11,0.36,0.33,0.07,0.22,0.7,0.59,0.85
panda3d.csv,0.0,0.31,0.21,0.07,0.95,0.33,0.26,0.45,0.29,0.27
tencompetence.csv,0.18,0.33,0.18,0.73,0.27,0.27,0.3,0.14,0.98,0.14
