,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.8,0.85,0.88,0.91,0.83,0.73,0.64,0.9,0.58,1.0
geotools.csv,0.15,0.26,0.16,0.26,0.29,0.13,0.88,0.3,0.01,0.22
gephex.csv,0.5,0.72,0.44,0.65,0.83,0.53,0.52,1.0,0.23,0.45
haggle.csv,0.4,0.99,0.52,0.33,0.71,0.73,0.48,0.68,0.24,0.09
java-gnome.csv,0.5,0.45,0.6,1.0,0.65,0.73,0.53,0.18,0.34,0.44
jgnash.csv,0.1,0.23,0.96,0.21,0.38,0.4,0.46,0.11,0.08,0.08
jrdf.csv,0.1,0.12,0.4,0.42,0.19,0.93,0.46,0.11,0.18,0.27
mpqc.csv,0.7,0.43,0.24,0.25,0.42,0.07,0.28,0.79,0.57,0.86
panda3d.csv,0.0,0.19,0.28,0.04,0.92,0.27,0.22,0.34,0.19,0.17
tencompetence.csv,0.25,0.24,0.36,0.65,0.25,0.6,0.48,0.08,0.96,0.09
