,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.62,0.65,1.0,0.59,0.76,0.33,0.71,0.54,0.61,0.63,0.43
azureus.csv,0.35,0.39,0.66,0.4,0.54,0.23,0.92,0.32,0.56,0.49,0.19
forester-atv.csv,0.1,1.0,0.04,0.28,0.15,0.0,0.15,0.2,0.15,0.12,0.23
gabel.csv,0.0,0.0,0.0,0.04,0.9,0.0,0.06,0.06,0.0,0.02,0.01
google-collections.csv,1.0,0.0,0.0,0.0,0.13,0.27,0.0,0.59,0.0,0.0,0.61
javaprofiler.csv,0.0,0.62,0.62,0.45,0.55,0.32,0.61,0.54,0.27,0.59,1.0
mycila.csv,0.48,0.22,0.54,0.28,0.75,1.0,0.58,0.36,0.33,0.41,0.13
neodatis-odb.csv,0.0,0.7,0.57,1.0,0.62,0.34,0.42,0.53,0.6,0.48,0.52
pokenetonline.csv,0.69,0.57,0.53,0.49,0.53,0.34,0.52,0.99,0.62,0.5,0.27
rcp-company-uibindings.csv,0.0,0.0,0.13,0.05,0.27,0.27,0.43,0.47,0.6,1.0,0.5
servicestack.csv,0.0,0.69,0.2,0.51,0.29,0.34,0.41,0.29,0.9,0.68,0.1
