,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.66,0.92,1.0,0.59,0.88,0.3,0.82,0.5,0.59,0.64,0.39
azureus.csv,0.3,0.35,0.69,0.35,0.5,0.2,0.91,0.28,0.65,0.44,0.16
forester-atv.csv,0.08,1.0,0.03,0.24,0.12,0.0,0.12,0.17,0.12,0.1,0.19
gabel.csv,0.0,0.0,0.0,0.03,0.88,0.0,0.05,0.05,0.0,0.02,0.01
google-collections.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,0.96
javaprofiler.csv,0.51,0.81,0.69,0.54,0.62,0.3,0.71,0.93,0.24,0.62,1.0
mycila.csv,0.42,0.19,0.72,0.24,0.75,1.0,0.57,0.32,0.29,0.41,0.11
neodatis-odb.csv,0.34,0.88,0.62,1.0,0.62,0.3,0.39,0.5,0.59,0.45,0.52
pokenetonline.csv,0.64,0.62,0.52,0.46,0.5,0.3,0.86,1.0,0.59,0.46,0.23
rcp-company-uibindings.csv,0.9,1.0,0.93,0.97,1.0,0.9,1.0,0.93,0.88,1.0,0.95
servicestack.csv,0.61,0.69,0.17,0.51,0.25,0.3,0.38,0.25,0.88,0.66,0.08
