,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.43,0.33,0.52,0.49,0.46,0.48,0.39,0.44,0.7,0.41,0.66
azureus.csv,0.58,0.65,0.53,0.79,0.54,0.83,0.69,0.68,0.55,0.73,0.94
forester-atv.csv,0.83,0.54,0.0,0.81,0.8,0.0,0.95,0.91,0.75,0.96,0.93
gabel.csv,0.0,0.0,0.0,0.9,0.86,0.0,0.67,0.75,0.0,0.83,0.0
google-collections.csv,0.39,0.35,0.32,0.4,0.45,0.37,0.39,0.35,0.41,0.39,0.41
javaprofiler.csv,0.49,0.4,0.45,0.42,0.51,0.58,0.48,0.34,0.7,0.44,0.48
mycila.csv,0.56,0.92,0.42,0.82,0.67,0.9,0.58,0.76,0.84,0.79,0.95
neodatis-odb.csv,0.86,0.46,0.49,0.74,0.62,0.71,0.66,0.57,0.74,0.68,0.61
pokenetonline.csv,0.37,0.38,0.43,0.54,0.63,0.61,0.38,0.38,0.53,0.43,0.84
rcp-company-uibindings.csv,0.38,0.35,0.34,0.4,0.44,0.38,0.36,0.32,0.41,0.4,0.38
servicestack.csv,0.59,0.48,0.91,0.49,0.78,0.82,0.66,0.74,0.73,0.6,0.92
