,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.6,0.7,0.0,0.58,0.53,0.85,0.56,0.52,0.5,0.54,0.7
azureus.csv,0.7,0.71,0.53,0.67,0.55,0.83,0.09,0.74,0.72,0.56,0.85
forester-atv.csv,0.93,0.0,0.97,0.78,0.88,1.0,0.88,0.83,0.88,0.91,0.81
gabel.csv,1.0,1.0,1.0,0.98,0.12,1.0,0.95,0.95,1.0,0.98,0.99
google-collections.csv,0.0,1.0,1.0,1.0,0.97,0.93,1.0,0.76,1.0,1.0,0.75
javaprofiler.csv,1.11,0.7,0.63,0.86,0.73,0.89,0.67,0.8,0.87,0.63,0.0
mycila.csv,0.57,0.83,0.78,0.8,0.36,0.0,0.56,0.72,0.77,0.84,0.94
neodatis-odb.csv,1.2,0.64,0.69,0.01,0.53,0.75,0.71,0.57,0.55,0.62,0.67
pokenetonline.csv,0.36,0.69,0.66,0.64,0.6,0.79,0.81,0.04,0.46,0.58,0.8
rcp-company-uibindings.csv,1.0,1.0,0.97,0.99,0.93,0.93,0.87,0.84,0.75,0.0,0.84
servicestack.csv,1.07,0.45,0.85,0.69,0.77,0.73,0.72,0.82,0.12,0.39,0.94
