,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.5,0.7,0.0,0.41,0.51,0.48,0.53,0.16,0.28,0.4,0.33
azureus.csv,0.0,0.28,0.42,0.16,0.24,0.24,0.01,0.2,0.63,0.1,0.14
forester-atv.csv,0.0,0.0,0.0,0.17,0.04,0.0,0.08,0.04,0.04,0.1,0.03
gabel.csv,0.0,0.02,0.0,0.13,0.0,0.02,0.0,0.04,0.0,0.0,0.0
google-collections.csv,0.0,1.0,1.0,1.0,0.97,0.93,1.0,0.76,1.0,1.0,0.75
javaprofiler.csv,1.0,0.68,0.55,0.73,0.63,0.55,0.6,0.8,0.41,0.5,0.0
mycila.csv,0.0,0.2,0.73,0.27,0.26,0.0,0.36,0.24,0.3,0.6,0.31
neodatis-odb.csv,1.0,0.62,0.58,0.01,0.37,0.26,0.37,0.28,0.37,0.3,0.47
pokenetonline.csv,0.0,0.57,0.45,0.34,0.34,0.36,0.8,0.04,0.2,0.2,0.22
rcp-company-uibindings.csv,1.0,1.0,0.97,0.99,0.93,0.93,0.87,0.84,0.74,0.0,0.83
servicestack.csv,1.0,0.32,0.18,0.49,0.17,0.19,0.36,0.32,0.0,0.2,0.19
