,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.8,0.0,0.98,0.0,0.0,0.0,0.88,0.67,0.0,0.0,0.51
fceugc.csv,0.93,0.62,0.88,0.62,0.67,0.84,0.68,0.68,0.73,0.86,0.58
flexpay.csv,0.85,0.66,0.99,0.64,0.61,0.54,0.55,0.45,0.88,0.85,0.71
jstock.csv,0.73,0.89,0.69,0.0,0.86,0.77,0.77,0.71,0.85,0.67,0.92
keyczar.csv,0.97,0.79,0.9,0.88,0.5,0.96,0.8,0.88,0.89,0.46,0.67
modellus.csv,0.69,0.56,0.55,0.62,0.56,0.48,0.55,0.69,0.67,0.9,0.83
open-data-kit.csv,0.55,0.46,0.5,0.55,0.5,0.45,0.45,0.6,0.62,0.48,0.53
phet.csv,0.98,0.78,0.79,0.65,0.95,0.97,0.97,0.71,0.8,0.52,0.62
qtractor.csv,0.65,0.5,0.66,0.78,0.55,0.49,0.76,0.67,0.87,0.65,0.59
sumatrapdf.csv,0.42,0.43,0.45,0.42,0.63,0.44,0.51,0.5,0.55,0.51,0.46
synergyspace.csv,0.78,0.67,0.99,0.61,0.45,0.56,0.52,0.91,0.92,0.53,0.5
