,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.53,0.39,0.53,0.17,0.38,0.0,0.21,1.0,0.77,0.0,0.53,0.65,0.57,0.09,0.45,0.41,0.76
checker-framework.csv,0.44,0.17,0.51,0.17,0.11,0.0,0.36,0.42,0.93,0.0,0.23,0.36,0.18,0.0,0.0,0.63,0.62
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ctrlr.csv,0.02,0.09,0.0,0.0,0.0,0.0,0.07,0.05,0.1,0.0,0.27,0.0,0.0,0.8,0.18,0.04,0.0
fontforge.csv,0.3,0.46,0.48,0.47,0.31,0.62,0.22,0.53,0.59,0.99,0.36,0.45,0.28,0.22,0.44,0.48,0.71
gusanos.csv,0.59,0.63,0.52,0.76,0.64,0.61,0.58,0.59,0.65,0.57,0.54,0.69,0.54,0.43,1.0,0.57,0.42
jvcl.csv,0.09,0.52,1.0,0.64,0.11,0.1,0.0,0.14,0.18,0.2,0.34,0.06,0.13,0.54,0.41,0.22,0.0
kwave.csv,0.5,0.38,0.15,0.31,0.69,0.45,0.95,0.5,0.58,0.65,0.54,0.66,0.31,0.5,0.57,0.6,0.43
liferea.csv,0.31,0.33,0.57,0.59,0.49,1.0,0.29,0.46,0.58,0.33,0.31,0.4,0.31,0.23,0.25,0.37,0.0
lockss.csv,0.06,0.0,0.54,0.0,0.11,0.18,0.0,0.0,0.0,0.29,0.13,1.0,0.02,0.0,0.26,0.17,0.0
magicwars.csv,0.27,0.0,0.34,0.29,0.38,0.0,0.0,0.34,0.27,0.0,0.88,0.39,0.46,0.0,0.0,0.24,0.47
psrchive.csv,0.06,1.0,0.42,0.17,0.32,0.0,0.07,0.15,0.18,0.1,0.11,0.06,0.02,0.0,0.15,0.17,0.45
pydev.csv,0.41,0.33,0.5,0.17,0.11,0.39,0.45,0.37,0.58,0.5,0.29,0.55,0.39,0.17,0.37,0.93,0.7
sarasvati.csv,0.29,0.0,0.29,0.17,0.92,0.1,0.29,0.1,0.36,0.0,0.17,0.06,0.29,0.0,0.05,0.29,0.81
stuproa-cims.csv,0.51,0.65,0.0,0.41,0.49,0.55,0.51,0.48,0.72,0.0,0.49,0.61,0.89,0.22,0.0,0.63,0.54
thout.csv,0.88,0.51,0.68,0.62,0.3,0.63,0.48,0.51,0.26,0.67,0.51,0.56,0.49,0.46,0.31,0.63,0.58
zact.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.2,0.18,0.0,0.02,0.4,0.54,0.0,0.27,0.47,0.0
