,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.74,0.45,0.56,0.51,0.54,0.34,0.41,0.75,0.46,0.29,0.83,0.4,0.39,0.46,0.63,0.36,0.36
checker-framework.csv,0.64,0.89,0.33,0.81,0.9,0.0,0.9,0.72,0.67,0.0,0.98,0.88,0.94,0.0,0.0,0.54,0.47
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
ctrlr.csv,0.5,0.75,0.0,0.93,0.0,0.67,0.0,0.92,0.94,0.0,0.7,0.67,0.67,0.94,0.93,0.8,0.0
fontforge.csv,0.9,0.63,0.52,0.66,0.83,0.56,0.75,0.64,0.67,0.48,0.78,0.64,0.67,0.74,0.55,0.48,0.47
gusanos.csv,0.5,0.45,0.57,0.52,0.49,0.33,0.41,0.37,0.52,0.34,0.43,0.44,0.62,0.45,0.42,0.38,0.42
jvcl.csv,0.95,0.5,0.94,0.57,0.97,0.75,0.75,0.94,0.96,0.83,0.82,0.75,0.97,0.76,0.71,0.96,0.88
kwave.csv,0.57,0.65,0.94,0.56,0.57,0.33,0.94,0.43,0.72,0.35,0.57,0.56,0.61,0.81,0.61,0.52,0.68
liferea.csv,0.68,0.85,0.32,0.52,0.67,0.77,0.67,0.59,0.56,0.73,0.79,0.63,0.69,0.9,0.94,0.56,0.56
lockss.csv,0.8,0.89,0.91,0.95,0.94,0.8,0.0,0.67,0.5,0.69,0.98,0.86,0.8,0.0,0.94,0.89,0.5
magicwars.csv,0.46,0.38,0.31,0.37,0.42,0.33,0.4,0.4,0.55,0.3,0.72,0.39,0.36,0.45,0.42,0.35,0.39
psrchive.csv,0.83,0.93,0.8,0.76,0.8,0.0,0.67,0.86,0.93,0.5,0.95,0.92,0.8,0.5,0.9,0.89,0.83
pydev.csv,0.81,0.76,0.39,0.77,0.98,0.59,0.62,0.82,0.56,0.43,0.98,0.44,0.7,0.92,0.78,0.64,0.56
sarasvati.csv,0.86,0.0,0.86,0.83,0.91,0.0,0.88,0.67,0.86,0.0,0.96,0.8,0.96,0.67,0.67,0.93,0.69
stuproa-cims.csv,0.53,0.49,0.31,0.44,0.69,0.45,0.67,0.41,0.6,0.29,0.38,0.37,0.81,0.68,0.42,0.38,0.38
thout.csv,0.79,0.73,0.44,0.45,0.66,0.45,0.56,0.65,0.57,0.42,0.5,0.46,0.43,0.51,0.57,0.54,0.43
zact.csv,0.75,0.0,0.92,0.86,0.94,0.0,0.8,0.86,0.94,0.0,0.91,0.96,0.46,0.5,0.97,0.52,0.83
