,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv
adobe-source.csv,0.24,0.2,0.17,0.1,0.26,0.16,0.09,0.09,0.36,0.92
aubit4gl.csv,0.34,0.75,0.43,0.4,1.0,0.51,0.36,0.36,0.4,0.52
liferea.csv,0.38,0.38,0.33,0.81,0.28,0.43,0.17,0.48,0.2,0.41
moving-pictures.csv,0.66,0.43,0.53,0.36,0.6,0.48,0.94,0.45,0.51,0.64
opensim4opencog.csv,0.26,0.2,0.17,0.56,0.59,0.93,0.09,0.44,0.3,0.12
plearn.csv,0.93,0.2,0.33,0.18,0.57,0.11,0.35,0.3,0.35,0.58
psrchive.csv,0.29,0.0,0.94,0.1,0.59,0.11,0.17,0.24,0.44,0.4
re2c.csv,0.45,1.0,0.47,0.0,0.16,0.05,0.21,0.1,0.13,0.31
rebecca-aiml.csv,0.36,0.2,0.4,0.49,0.56,0.2,0.35,0.44,0.97,0.54
xfce.csv,0.56,0.54,0.55,0.52,0.55,0.4,0.56,0.98,0.71,0.5
