,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,99.0,198.0,98.5,195.0,98.5,196.0,390.0,494.0,197.5,291.0,196.5,194.0,1623.5,585.5,96.5,99.0,197.5,98.5,386.5,97.5
checker-framework.csv,99.0,198.0,91.5,368.0,95.5,196.0,291.0,85.5,295.0,288.0,97.5,197.5,1343.0,584.5,196.5,99.0,295.0,296.5,386.5,97.5
customsagetv.csv,82.5,181.0,0.0,88.5,98.5,97.5,79.0,211.5,98.5,261.5,75.5,98.5,79.5,286.5,0.0,548.0,98.5,90.5,175.0,97.5
elvishrayrenderer.csv,99.0,363.0,98.5,195.0,98.5,179.0,91.5,552.0,98.5,95.5,87.5,98.5,336.0,392.5,178.0,389.0,98.5,98.5,234.5,97.5
guineu.csv,97.5,99.0,26.5,85.5,95.5,97.5,387.0,1308.5,98.5,288.0,96.5,94.5,79.5,0.0,124.0,0.0,98.5,98.5,386.5,97.5
inkscape.csv,97.5,99.0,98.5,195.0,97.5,96.5,390.0,494.0,196.5,189.0,196.5,197.5,1623.5,390.5,196.5,99.0,196.5,99.0,482.0,97.5
mesa3d.csv,99.0,1800.0,95.5,73.5,97.5,97.5,94.5,1684.5,197.5,291.0,92.5,96.5,905.5,683.0,266.5,385.0,197.5,97.5,274.5,97.5
nsis.csv,99.0,197.5,98.5,96.5,98.5,196.0,387.0,633.5,197.5,194.5,97.5,197.5,265.5,194.0,196.5,99.0,197.5,99.0,286.5,91.5
octave.csv,99.0,197.5,98.5,94.5,95.5,179.0,94.5,494.0,295.0,288.0,96.5,293.0,722.0,194.5,86.5,291.5,295.0,90.5,290.0,94.5
oorexx.csv,170.0,56.5,0.0,88.5,98.5,196.0,91.5,85.5,98.5,192.0,0.0,197.5,1436.5,10.5,9.5,0.0,98.5,89.5,175.0,97.5
owfs.csv,99.0,198.0,98.5,94.5,98.5,196.0,192.0,395.0,393.5,192.0,97.5,197.5,1621.5,584.5,96.5,389.0,393.5,99.0,386.5,97.5
owlib.csv,99.0,487.0,95.5,195.0,98.5,196.0,94.5,462.5,98.5,192.0,96.5,98.5,705.5,488.0,86.5,197.5,98.5,98.5,93.5,97.5
prelude.csv,97.5,198.0,98.5,195.0,98.5,196.0,390.0,494.0,197.5,291.0,97.5,197.5,876.0,587.5,196.5,99.0,197.5,99.0,386.5,97.5
robocode.csv,97.5,99.0,0.0,181.0,98.5,97.5,94.5,564.5,98.5,192.0,92.5,98.5,700.0,488.0,97.5,846.5,98.5,197.5,287.5,97.5
tencompetence.csv,99.0,198.0,98.5,456.0,606.5,267.5,275.0,630.5,795.0,75.5,196.5,92.5,251.0,193.0,1488.0,99.0,1289.0,99.0,385.5,86.5
trinitycore.csv,99.0,289.0,91.5,193.0,98.5,95.5,292.5,197.0,842.0,92.5,92.5,190.0,354.0,683.0,1286.0,578.0,929.5,99.0,265.5,97.5
uwom-server.csv,99.0,585.0,69.5,193.0,98.5,96.5,94.5,494.0,196.5,92.5,92.5,190.0,530.0,389.5,86.5,190.0,196.5,294.5,192.5,97.5
xfce.csv,97.5,198.0,91.5,195.0,98.5,196.0,192.0,494.0,197.5,291.0,96.5,197.5,700.0,683.0,641.5,674.5,197.5,99.0,386.5,97.5
zengine.csv,99.0,296.5,98.5,195.0,98.5,196.0,390.0,1586.0,197.5,291.0,97.5,197.5,999.5,683.0,196.5,197.5,197.5,99.0,482.0,97.5
zildo.csv,97.5,198.0,98.5,195.0,97.5,97.5,189.0,85.5,98.5,288.0,97.5,98.5,544.0,587.5,97.5,99.0,98.5,99.0,470.0,97.5
