,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.46,0.57,0.88,0.3,0.31,0.75,0.6,0.39,0.39,0.94,0.86,0.65,0.69,0.79,0.73,0.35,0.39,0.45,0.67,0.79
checker-framework.csv,0.47,0.55,0.31,0.24,0.28,0.76,0.62,0.55,0.29,0.45,0.7,0.69,0.75,0.75,0.46,0.34,0.27,0.67,0.56,0.68
customsagetv.csv,0.37,0.26,0.0,0.27,0.4,0.51,0.08,0.24,0.35,0.34,0.27,0.56,0.89,0.37,0.0,0.3,0.34,0.26,0.66,0.57
elvishrayrenderer.csv,0.48,0.36,0.88,0.3,0.26,0.07,0.51,0.38,0.33,0.4,0.29,0.71,0.51,0.73,0.49,0.36,0.34,0.39,0.44,0.78
guineu.csv,0.59,0.57,0.05,0.17,0.35,0.58,0.47,0.13,0.28,0.42,0.71,0.62,0.85,0.0,0.08,0.0,0.23,0.49,0.59,0.62
inkscape.csv,0.42,0.57,0.88,0.3,0.32,0.78,0.48,0.32,0.42,0.29,0.86,0.62,0.72,0.74,0.47,0.37,0.42,0.78,0.72,0.59
mesa3d.csv,0.43,0.37,0.65,0.25,0.33,0.69,0.68,0.19,0.42,0.54,0.67,0.52,0.12,0.73,0.32,0.44,0.42,0.37,0.35,0.66
nsis.csv,0.41,0.44,0.78,0.18,0.21,0.64,0.34,0.29,0.36,0.82,0.81,0.64,0.73,0.34,0.36,0.29,0.36,0.8,0.7,0.67
octave.csv,0.5,0.47,0.47,0.23,0.43,0.38,0.48,0.26,0.35,0.43,0.61,0.46,0.03,0.59,0.51,0.26,0.35,0.14,0.25,0.42
oorexx.csv,0.32,0.08,0.0,0.17,0.25,0.35,0.51,0.0,0.32,0.65,0.0,0.13,0.51,0.02,0.09,0.0,0.36,0.16,0.74,0.53
owfs.csv,0.44,0.55,0.81,0.3,0.33,0.72,0.52,0.41,0.41,0.91,0.88,0.66,0.42,0.8,0.5,0.4,0.41,0.68,0.76,0.82
owlib.csv,0.53,0.64,0.73,0.36,0.34,0.6,0.57,0.42,0.4,0.6,0.47,0.7,0.68,0.66,0.37,0.38,0.41,0.37,0.66,0.74
prelude.csv,0.46,0.57,0.9,0.3,0.32,0.75,0.58,0.38,0.42,0.73,0.9,0.66,0.74,0.8,0.46,0.41,0.42,0.78,0.75,0.78
robocode.csv,0.55,0.55,0.0,0.44,0.36,0.76,0.72,0.37,0.48,0.5,0.51,0.64,0.61,0.67,0.32,0.38,0.46,0.4,0.68,0.59
tencompetence.csv,0.22,0.45,0.71,0.18,0.22,0.2,0.07,0.25,0.03,0.23,0.6,0.32,0.59,0.37,0.17,0.28,0.07,0.83,0.55,0.66
trinitycore.csv,0.37,0.37,0.38,0.28,0.34,0.39,0.47,0.44,0.43,0.48,0.68,0.39,0.76,0.74,0.05,0.35,0.44,0.6,0.37,0.57
uwom-server.csv,0.26,0.35,0.09,0.12,0.37,0.69,0.38,0.35,0.47,0.43,0.64,0.17,0.45,0.58,0.15,0.32,0.49,0.5,0.58,0.58
xfce.csv,0.45,0.58,0.25,0.27,0.33,0.75,0.61,0.42,0.44,0.49,0.56,0.66,0.18,0.76,0.39,0.36,0.46,0.64,0.49,0.55
zengine.csv,0.47,0.56,0.79,0.29,0.31,0.72,0.62,0.31,0.42,0.96,0.9,0.68,0.72,0.76,0.47,0.42,0.42,0.77,0.75,0.78
zildo.csv,0.53,0.58,0.74,0.28,0.34,0.59,0.47,0.43,0.34,0.35,0.69,0.71,0.8,0.68,0.45,0.35,0.33,0.57,0.64,0.73
