,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.32,0.79,0.35,0.43,0.51,0.68
bullet.csv,0.85,0.85,0.41,0.29,0.68,0.84
openintents.csv,0.87,0.27,0.7,0.71,0.95,0.84
pokenetonline.csv,1.0,0.82,0.98,0.9,0.87,0.2
tktoolkit.csv,0.93,0.73,0.28,0.24,0.14,0.64
zealos.csv,0.35,0.12,0.22,0.24,0.17,0.16
