,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.42,0.4,0.4,0.45
freelords.csv,0.29,0.42,0.52,0.44
jfreereport.csv,0.83,0.73,0.64,0.5
super-tux.csv,0.3,0.5,0.56,0.43
