,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.94,1.0,0.81,0.88,1.0,0.71,0.57,0.06,1.0,0.8,1.0
cubefs.csv,0.11,1.0,1.0,0.37,0.33,0.47,0.59,0.6,0.0,0.5,1.0
iaml.csv,0.55,0.38,0.76,0.36,1.0,0.29,0.63,0.31,0.0,0.5,0.73
ivataopenportal.csv,0.75,1.0,0.9,0.92,1.0,0.73,0.77,0.99,0.0,0.8,1.0
mb-unit.csv,1.0,0.77,0.62,0.69,1.0,1.0,0.51,0.29,1.0,0.95,0.9
mvdsv.csv,0.03,0.23,0.0,0.07,1.0,0.01,0.07,0.06,0.0,0.18,0.08
nova.csv,0.59,1.0,0.76,0.48,0.0,0.35,0.49,0.55,1.0,0.28,0.6
olex2.csv,0.94,0.46,0.52,0.74,0.67,0.99,0.58,0.52,0.0,0.78,0.75
openwbem.csv,0.66,0.23,0.43,0.52,0.67,0.43,0.29,0.61,1.0,0.35,0.63
xcmetadataservicestoolkit.csv,0.39,0.46,0.43,0.48,0.0,0.76,0.5,0.17,1.0,0.7,0.4
