,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.97,1.0,0.3,0.88,1.0,0.74,0.6,0.0,0.98,1.0,0.97
cubefs.csv,0.08,1.0,0.96,0.19,0.87,0.32,0.5,0.41,0.03,0.27,0.99
iaml.csv,0.36,0.34,0.5,0.37,0.52,0.2,0.25,0.15,0.51,0.67,0.59
ivataopenportal.csv,0.57,0.98,0.71,0.86,0.7,0.3,0.82,1.0,0.54,0.8,1.0
mb-unit.csv,1.0,0.82,0.74,0.48,1.0,1.0,0.65,0.15,0.95,0.87,0.8
mvdsv.csv,0.02,0.3,0.0,0.06,0.03,0.01,0.08,0.06,0.07,0.0,0.01
nova.csv,0.55,0.32,0.68,0.42,0.7,0.36,0.3,0.44,0.76,0.13,0.65
olex2.csv,0.97,0.23,0.35,0.68,0.51,0.99,0.4,0.41,0.46,0.6,0.25
openwbem.csv,0.35,0.07,0.16,0.39,0.3,0.5,0.16,0.47,0.37,0.13,0.44
xcmetadataservicestoolkit.csv,0.54,0.66,0.59,0.38,0.65,0.85,0.56,0.06,0.71,0.33,0.2
