,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.46,0.06,0.45,0.6,0.15,0.33,0.79,1.0,0.33,0.43,0.59,0.6,0.52,0.26,0.16,0.24,0.21,0.7
decidr.csv,0.36,0.12,0.49,0.63,0.16,0.36,0.66,0.71,0.21,0.31,1.0,0.54,0.54,0.2,0.09,0.23,0.24,0.7
elmo.csv,0.26,0.83,0.0,0.45,0.3,0.22,0.88,0.5,0.14,0.0,0.73,0.33,0.44,0.2,0.05,0.0,0.18,0.4
gpac.csv,0.58,0.04,0.46,0.6,0.13,0.31,0.76,0.69,0.39,0.39,0.55,1.0,0.65,0.21,0.14,0.29,0.21,0.66
illumination.csv,0.31,0.06,0.29,0.52,0.2,0.28,0.5,0.61,0.33,0.32,0.71,0.59,0.36,0.0,0.06,0.22,1.0,0.67
img-browse-sort.csv,0.72,0.06,0.59,0.68,0.27,0.31,0.65,0.76,0.57,0.4,0.71,0.62,0.67,0.29,0.2,1.0,0.12,0.78
jajuk.csv,0.58,0.07,0.55,1.0,0.25,0.38,0.79,0.73,0.46,0.55,0.67,0.57,0.58,0.31,0.15,0.29,0.22,0.7
ktc.csv,0.99,0.07,0.63,0.81,0.37,0.42,0.92,0.71,0.61,0.59,0.75,0.53,0.63,0.33,0.2,0.27,0.28,0.75
miranda.csv,0.55,0.12,0.38,0.63,0.21,0.36,0.69,0.69,0.56,0.43,0.66,0.57,0.56,0.29,0.12,0.43,0.17,1.0
neoengine.csv,0.55,0.05,1.0,0.68,0.25,0.21,0.83,0.72,0.47,0.45,0.7,0.58,0.53,0.35,0.14,0.32,0.24,0.72
nicepress.csv,0.72,0.0,0.71,0.64,0.22,0.35,0.75,0.71,0.43,0.95,0.67,0.6,0.49,0.0,0.17,0.67,0.24,0.69
omseek.csv,0.68,0.0,0.59,0.86,0.0,0.17,1.0,0.75,0.45,0.58,0.66,0.57,0.59,0.21,1.0,0.33,0.5,0.76
rosegarden.csv,0.77,0.06,0.44,0.71,0.31,0.24,0.53,0.83,0.97,0.41,0.65,0.71,0.6,0.32,0.12,0.27,0.14,0.76
smarttag.csv,0.5,0.07,0.39,0.57,0.14,0.27,0.69,0.71,0.43,0.47,0.66,0.6,0.57,1.0,0.14,0.33,0.18,0.83
sylpheed-claws.csv,0.66,0.11,0.47,0.55,0.19,0.36,0.74,0.74,0.41,0.45,0.66,0.62,1.0,0.27,0.15,0.0,0.21,0.73
vapor.csv,0.57,0.0,0.72,0.68,0.21,0.96,1.0,0.77,0.45,0.36,0.53,0.63,0.47,0.32,0.24,0.21,0.0,0.71
zorannt.csv,0.52,0.1,0.68,0.81,1.0,0.2,0.61,0.62,0.39,0.26,0.67,0.6,0.32,0.26,0.16,0.39,0.24,0.54
zscreen.csv,0.53,0.12,0.49,0.53,0.18,0.33,0.98,0.71,0.34,0.41,0.6,0.58,0.6,0.2,0.14,0.36,0.11,0.69
