,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.63,0.84,0.61,0.52,0.68,0.64,0.55,0.0,0.64,0.57,0.7,0.73,0.65,0.73,0.54,0.76,0.72,0.66
decidr.csv,0.77,0.53,0.55,0.49,0.7,0.65,0.67,0.64,0.85,0.78,0.02,0.8,0.63,0.82,0.79,0.85,0.66,0.65
elmo.csv,0.96,0.01,1.0,0.92,0.87,0.93,0.85,0.95,0.94,1.0,0.89,0.95,0.94,0.93,0.93,1.02,0.89,0.98
gpac.csv,0.52,0.86,0.71,0.59,0.75,0.64,0.5,0.68,0.61,0.63,0.73,0.04,0.54,0.83,0.67,0.67,0.69,0.7
illumination.csv,0.94,0.83,0.83,0.82,0.91,0.69,0.87,0.8,0.91,0.78,0.96,0.83,0.87,1.01,0.88,0.87,0.0,0.91
img-browse-sort.csv,0.52,0.74,0.7,0.62,0.53,0.63,0.79,0.69,0.62,0.8,0.61,0.68,0.73,0.69,0.57,0.0,0.91,0.59
jajuk.csv,0.44,0.71,0.45,0.06,0.49,0.51,0.57,0.59,0.45,0.41,0.56,0.85,0.55,0.75,0.58,0.65,0.7,0.64
ktc.csv,0.04,0.82,0.55,0.53,0.54,0.63,0.74,0.68,0.54,0.73,0.7,0.77,0.64,0.69,0.66,0.68,0.65,0.61
miranda.csv,0.48,0.64,0.83,0.64,0.56,0.56,0.68,0.72,0.54,0.58,0.71,0.67,0.59,0.71,0.68,0.58,0.79,0.02
neoengine.csv,0.51,0.98,0.03,0.44,0.61,0.81,0.61,0.63,0.56,0.58,0.61,0.66,0.67,0.56,0.62,0.61,0.65,0.64
nicepress.csv,0.56,1.0,0.72,0.79,0.62,0.63,0.94,0.67,0.49,0.04,0.77,0.73,0.7,1.0,0.61,0.69,0.66,0.71
omseek.csv,0.84,1.0,0.91,0.85,1.0,0.93,0.96,0.91,0.86,0.63,0.81,0.81,0.83,0.83,0.18,0.85,0.88,0.87
rosegarden.csv,0.47,0.83,0.62,0.6,0.67,0.75,0.91,0.64,0.1,0.73,0.67,0.59,0.67,0.66,0.7,0.8,0.87,0.56
smarttag.csv,0.57,0.83,0.87,0.7,0.78,0.7,0.64,0.73,0.59,0.51,0.68,0.73,0.69,0.07,0.61,0.59,0.78,0.52
sylpheed-claws.csv,0.49,0.81,0.57,0.62,0.65,0.6,0.55,0.58,0.57,0.58,0.59,0.59,0.04,0.7,0.67,1.04,0.71,0.59
vapor.csv,0.6,1.0,0.7,0.67,0.87,0.08,0.89,0.69,0.73,0.87,0.78,0.67,0.79,0.61,0.68,0.82,1.01,0.66
zorannt.csv,0.86,0.56,0.87,0.73,0.04,0.82,0.74,0.78,0.83,0.88,0.79,0.62,0.89,1.0,0.75,0.54,0.79,0.86
zscreen.csv,0.52,0.49,0.56,0.67,0.62,0.59,0.04,0.64,0.61,0.63,0.76,0.7,0.53,0.87,0.6,0.52,0.91,0.74
