,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.46,0.56,0.5,0.43,0.75,0.64,0.52,0.42,0.47,0.49,0.43,0.33,0.43,0.39,0.52,0.39,0.53,0.39
decidr.csv,0.61,0.38,0.51,0.42,0.84,0.82,0.49,0.39,0.87,0.75,0.46,0.33,0.39,0.52,0.67,0.33,0.53,0.38
elmo.csv,0.95,0.83,0.5,0.95,0.9,0.89,0.88,0.92,0.98,0.8,0.98,0.89,0.94,0.8,0.98,0.86,0.91,0.93
gpac.csv,0.53,0.7,0.69,0.55,0.72,0.64,0.53,0.46,0.69,0.54,0.55,0.5,0.56,0.55,0.75,0.48,0.52,0.55
illumination.csv,0.96,0.94,0.79,0.94,0.9,0.52,0.64,0.64,0.97,0.84,0.94,0.94,0.98,0.75,0.78,0.89,0.82,0.97
img-browse-sort.csv,0.59,0.87,0.81,0.58,0.64,0.64,0.76,0.73,0.8,0.8,0.59,0.68,0.81,0.52,0.7,0.77,0.88,0.48
jajuk.csv,0.39,0.43,0.36,0.44,0.41,0.4,0.43,0.35,0.46,0.45,0.42,0.34,0.4,0.77,0.5,0.36,0.47,0.34
ktc.csv,0.5,0.57,0.5,0.54,0.63,0.62,0.77,0.45,0.62,0.71,0.65,0.53,0.46,0.6,0.65,0.41,0.56,0.45
miranda.csv,0.43,0.59,0.45,0.65,0.56,0.51,0.58,0.34,0.76,0.48,0.63,0.51,0.41,0.59,0.45,0.57,0.57,0.4
neoengine.csv,0.47,0.56,0.6,0.46,0.62,0.55,0.48,0.49,0.62,0.48,0.5,0.4,0.53,0.5,0.57,0.41,0.55,0.34
nicepress.csv,0.65,0.75,0.84,0.98,0.54,0.58,0.75,0.55,0.55,0.57,0.84,0.7,0.58,0.67,0.63,0.83,0.62,0.52
omseek.csv,0.96,0.67,0.94,0.95,0.8,0.92,0.5,0.92,0.97,0.71,0.94,0.95,0.97,0.64,0.96,0.83,0.75,0.98
rosegarden.csv,0.53,0.65,0.58,0.67,0.73,0.56,0.58,0.57,0.66,0.7,0.64,0.6,0.54,0.63,0.6,0.82,0.9,0.4
smarttag.csv,0.5,0.6,0.48,0.74,0.66,0.59,0.53,0.6,0.73,0.51,0.68,0.7,0.68,0.85,0.51,0.48,0.59,0.55
sylpheed-claws.csv,0.57,0.89,0.55,0.55,0.66,0.52,0.46,0.35,0.6,0.52,0.53,0.41,0.52,0.5,0.62,0.82,0.48,0.4
vapor.csv,0.67,0.0,0.91,0.73,0.93,0.79,0.8,0.59,0.88,0.93,0.53,0.63,0.76,0.6,0.98,0.86,0.88,0.52
zorannt.csv,0.97,0.66,0.95,0.86,0.91,0.77,0.67,0.74,0.98,0.95,0.91,0.48,0.89,0.4,0.93,0.61,0.94,0.88
zscreen.csv,0.46,0.38,0.6,0.42,0.65,0.53,0.48,0.47,0.53,0.51,0.4,0.42,0.46,0.51,0.53,0.44,0.58,0.4
