,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,8.0,10.0,0.0,0.0,24.0,4.0,0.0,0.0,3.0,11.0,1.0,0.0,5.0,8.0,22.0,0.0,11.0,0.0
decidr.csv,0.0,2.0,1.0,4.0,8.0,3.0,0.0,1.0,10.0,16.0,0.0,0.0,1.0,2.0,25.0,4.0,3.0,2.0
elmo.csv,4.0,1.0,297.0,2.0,5.0,3.0,0.0,1.0,8.0,104.0,0.0,0.0,3.0,0.0,32.0,50.0,2.0,3.0
gpac.csv,2.0,22.0,3.0,3.0,23.0,3.0,0.0,3.0,2.0,7.0,11.0,0.0,1.0,3.0,24.0,9.0,10.0,2.0
illumination.csv,10.0,12.0,2.0,4.0,5.0,8.0,0.0,3.0,0.0,7.0,2.0,1.0,1.0,52.0,25.0,1.0,0.0,0.0
img-browse-sort.csv,3.0,7.0,5.0,6.0,0.0,1.0,4.0,1.0,4.0,7.0,2.0,0.0,1.0,3.0,17.0,0.0,7.0,0.0
jajuk.csv,4.0,17.0,1.0,0.0,17.0,2.0,1.0,2.0,6.0,0.0,3.0,0.0,1.0,6.0,18.0,1.0,11.0,1.0
ktc.csv,1.0,10.0,0.0,3.0,4.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,3.0,19.0,8.0,7.0,0.0
miranda.csv,8.0,2.0,4.0,12.0,33.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,33.0,0.0,6.0,0.0
neoengine.csv,4.0,8.0,0.0,3.0,1.0,2.0,0.0,3.0,17.0,2.0,0.0,0.0,3.0,1.0,30.0,7.0,5.0,1.0
nicepress.csv,4.0,71.0,0.0,5.0,8.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,52.0,4.0,1.0,4.0,1.0
omseek.csv,6.0,71.0,1.0,0.0,158.0,6.0,0.0,0.0,7.0,4.0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0
rosegarden.csv,4.0,7.0,8.0,3.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,73.0,0.0,4.0,0.0
smarttag.csv,0.0,9.0,3.0,11.0,26.0,2.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,29.0,3.0,8.0,1.0
sylpheed-claws.csv,6.0,5.0,3.0,18.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,4.0,10.0,50.0,1.0,1.0
vapor.csv,4.0,71.0,4.0,2.0,6.0,0.0,0.0,1.0,14.0,5.0,0.0,0.0,3.0,1.0,8.0,0.0,81.0,4.0
zorannt.csv,3.0,2.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,4.0,15.0,1.0,9.0,2.0
zscreen.csv,11.0,5.0,5.0,7.0,8.0,2.0,0.0,2.0,8.0,7.0,0.0,0.0,2.0,4.0,38.0,2.0,6.0,3.0
