,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.53,0.09,0.49,0.64,0.23,0.38,0.61,1.0,0.44,0.51,0.63,0.71,0.59,0.36,0.26,0.35,0.27,0.72
decidr.csv,0.38,0.19,0.54,0.65,0.22,0.38,0.57,0.69,0.21,0.31,0.99,0.64,0.62,0.26,0.14,0.35,0.31,0.67
elmo.csv,0.07,0.91,0.0,0.14,0.18,0.12,0.26,0.11,0.11,0.0,0.19,0.09,0.11,0.11,0.06,0.0,0.14,0.05
gpac.csv,0.57,0.07,0.38,0.54,0.2,0.38,0.69,0.56,0.42,0.48,0.54,0.98,0.59,0.3,0.21,0.35,0.31,0.55
illumination.csv,0.11,0.1,0.28,0.29,0.12,0.39,0.38,0.5,0.15,0.3,0.07,0.27,0.25,0.0,0.09,0.18,1.0,0.16
img-browse-sort.csv,0.59,0.11,0.41,0.5,0.36,0.39,0.35,0.47,0.46,0.29,0.54,0.47,0.4,0.34,0.28,1.0,0.12,0.58
jajuk.csv,0.66,0.12,0.63,0.97,0.36,0.48,0.59,0.68,0.55,0.64,0.62,0.71,0.63,0.3,0.24,0.39,0.29,0.69
ktc.csv,0.98,0.11,0.54,0.6,0.42,0.41,0.41,0.52,0.54,0.38,0.45,0.39,0.49,0.34,0.26,0.34,0.33,0.57
miranda.csv,0.64,0.18,0.52,0.49,0.31,0.44,0.5,0.72,0.52,0.49,0.43,0.52,0.58,0.32,0.2,0.44,0.23,0.99
neoengine.csv,0.58,0.09,0.99,0.67,0.32,0.28,0.55,0.64,0.48,0.49,0.54,0.56,0.63,0.45,0.22,0.4,0.33,0.75
nicepress.csv,0.56,0.0,0.41,0.32,0.29,0.39,0.12,0.55,0.52,0.96,0.36,0.42,0.54,0.0,0.25,0.42,0.31,0.48
omseek.csv,0.27,0.0,0.16,0.26,0.0,0.11,0.08,0.16,0.22,0.47,0.31,0.31,0.27,0.21,0.9,0.21,0.19,0.23
rosegarden.csv,0.63,0.11,0.49,0.53,0.33,0.32,0.53,0.52,0.93,0.35,0.49,0.55,0.46,0.36,0.2,0.25,0.16,0.65
smarttag.csv,0.54,0.1,0.55,0.42,0.23,0.33,0.56,0.44,0.45,0.56,0.47,0.42,0.43,0.96,0.22,0.41,0.24,0.64
sylpheed-claws.csv,0.6,0.14,0.53,0.53,0.26,0.41,0.64,0.7,0.45,0.49,0.58,0.65,0.98,0.35,0.21,0.0,0.28,0.67
vapor.csv,0.5,0.0,0.43,0.46,0.16,0.94,0.2,0.48,0.35,0.2,0.55,0.48,0.33,0.41,0.28,0.22,0.0,0.55
zorannt.csv,0.23,0.18,0.22,0.41,0.98,0.23,0.54,0.46,0.24,0.18,0.33,0.62,0.25,0.42,0.2,0.45,0.24,0.29
zscreen.csv,0.6,0.21,0.53,0.63,0.27,0.43,0.98,0.69,0.46,0.53,0.7,0.66,0.65,0.29,0.23,0.47,0.15,0.75
