,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.63,0.2,0.54,0.67,0.48,0.44,0.5,1.0,0.67,0.61,0.69,0.89,0.68,0.57,0.67,0.62,0.41,0.74
decidr.csv,0.41,0.6,0.61,0.66,0.39,0.4,0.5,0.68,0.21,0.31,0.98,0.77,0.71,0.36,0.3,0.69,0.47,0.65
elmo.csv,0.04,1.0,0.0,0.08,0.13,0.08,0.15,0.06,0.09,0.0,0.11,0.05,0.06,0.07,0.09,0.0,0.12,0.03
gpac.csv,0.57,0.2,0.33,0.49,0.43,0.48,0.63,0.47,0.46,0.64,0.53,0.96,0.54,0.5,0.39,0.46,0.53,0.47
illumination.csv,0.07,0.2,0.27,0.2,0.09,0.64,0.3,0.42,0.1,0.28,0.04,0.18,0.19,0.0,0.18,0.15,1.0,0.09
img-browse-sort.csv,0.5,0.4,0.31,0.4,0.52,0.52,0.24,0.34,0.39,0.22,0.44,0.38,0.29,0.43,0.48,1.0,0.12,0.46
jajuk.csv,0.76,0.4,0.73,0.94,0.65,0.64,0.48,0.64,0.67,0.75,0.58,0.95,0.69,0.29,0.61,0.62,0.41,0.68
ktc.csv,0.97,0.2,0.47,0.48,0.48,0.4,0.26,0.4,0.48,0.28,0.32,0.3,0.4,0.36,0.36,0.46,0.41,0.47
miranda.csv,0.76,0.4,0.83,0.4,0.57,0.56,0.39,0.76,0.49,0.56,0.32,0.48,0.6,0.36,0.64,0.46,0.35,0.98
neoengine.csv,0.62,0.6,0.97,0.67,0.43,0.44,0.41,0.59,0.49,0.53,0.44,0.54,0.78,0.64,0.55,0.54,0.53,0.79
nicepress.csv,0.45,0.0,0.29,0.22,0.43,0.44,0.07,0.44,0.68,0.97,0.25,0.32,0.6,0.0,0.45,0.31,0.47,0.37
omseek.csv,0.17,0.0,0.09,0.15,0.0,0.08,0.04,0.09,0.15,0.39,0.2,0.21,0.18,0.21,0.82,0.15,0.12,0.14
rosegarden.csv,0.54,0.6,0.55,0.42,0.35,0.48,0.52,0.38,0.9,0.31,0.39,0.45,0.37,0.43,0.64,0.23,0.18,0.57
smarttag.csv,0.58,0.2,0.94,0.34,0.65,0.44,0.48,0.32,0.47,0.69,0.36,0.32,0.35,0.93,0.58,0.54,0.35,0.52
sylpheed-claws.csv,0.55,0.2,0.6,0.5,0.43,0.48,0.57,0.67,0.5,0.53,0.52,0.68,0.96,0.5,0.39,0.0,0.41,0.61
vapor.csv,0.44,0.0,0.3,0.34,0.13,0.92,0.11,0.34,0.28,0.14,0.57,0.39,0.25,0.57,0.33,0.23,0.0,0.45
zorannt.csv,0.15,0.6,0.13,0.27,0.96,0.28,0.48,0.36,0.17,0.14,0.22,0.64,0.21,1.0,0.27,0.54,0.24,0.2
zscreen.csv,0.7,0.8,0.57,0.78,0.57,0.64,0.98,0.68,0.71,0.78,0.86,0.77,0.72,0.5,0.7,0.69,0.24,0.83
