,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.79,1.0,0.48,0.5,0.7,1.0,0.88,0.5,0.57,0.76,0.67,0.65,0.52,1.0,0.57,0.54,0.64,0.83,0.82,0.76
bibletime.csv,0.68,0.73,0.68,0.59,0.61,0.48,0.67,0.65,0.69,0.64,0.62,0.47,0.55,0.8,0.68,0.48,0.62,0.6,0.87,0.89
critterding.csv,0.68,0.47,1.0,0.86,0.8,0.74,0.95,0.81,0.57,0.93,0.87,0.5,0.91,0.92,1.0,1.0,0.86,0.86,0.71,0.85
etics.csv,0.59,0.49,0.21,0.68,0.62,0.47,0.85,0.57,0.52,0.49,0.41,0.58,0.48,0.86,0.59,0.46,0.75,0.62,0.55,0.53
fmri-dmt.csv,0.75,0.85,0.84,0.86,0.79,0.95,0.99,0.83,0.82,0.88,0.8,1.01,1.0,0.94,0.19,0.9,0.86,0.9,0.91,0.76
genecys.csv,0.76,0.98,0.91,0.78,0.86,0.84,0.98,0.89,0.51,0.94,0.75,0.93,0.93,1.0,0.93,0.91,0.81,0.84,0.7,0.92
genoviz.csv,0.94,0.71,0.62,0.81,0.78,0.65,0.9,0.86,0.74,0.68,0.6,0.73,0.52,0.79,0.69,0.73,0.84,0.81,0.07,0.72
kftpgrabber.csv,0.99,0.64,0.77,0.73,0.74,0.62,0.9,0.75,0.98,0.48,0.59,0.65,0.27,0.65,0.85,0.58,0.69,0.64,0.3,0.86
kvs.csv,0.7,0.7,0.52,0.62,0.86,0.85,0.33,0.78,0.99,0.64,0.6,0.64,0.77,0.43,0.92,0.71,0.69,0.78,0.73,0.67
mcore3d.csv,0.93,0.73,0.85,0.64,0.51,0.58,0.72,0.65,0.89,0.66,0.62,0.48,0.57,0.53,0.71,0.66,0.6,0.53,0.64,0.6
miranda.csv,1.0,1.0,0.58,0.59,0.79,1.0,0.81,0.54,0.92,0.52,0.92,0.92,0.56,1.0,0.84,0.68,0.64,0.75,0.74,0.47
modplug.csv,0.9,0.77,1.0,0.83,0.93,0.85,0.8,0.79,0.78,0.86,0.78,0.32,0.9,0.98,0.9,0.93,0.84,0.89,0.98,0.99
monetdb.csv,0.7,0.64,0.77,0.71,0.59,0.59,0.85,0.74,0.85,0.46,0.55,0.55,0.45,0.65,0.85,0.5,0.55,0.55,0.37,0.73
netatalk.csv,0.78,0.7,0.94,0.52,0.72,0.65,0.89,0.71,0.79,0.72,0.61,0.78,0.67,0.41,0.84,0.52,0.66,0.66,0.93,0.73
ogrehg.csv,0.77,0.59,0.48,0.6,0.62,0.62,0.8,0.46,0.38,0.53,0.46,0.62,0.49,0.79,0.58,0.54,0.57,0.54,0.58,0.78
passwordsafe.csv,0.73,0.56,0.64,0.54,0.63,0.55,0.82,0.49,0.57,0.55,0.48,0.4,0.64,0.64,0.88,0.6,0.37,0.55,0.42,0.77
projecteqemu.csv,0.73,0.64,0.57,0.63,0.63,0.63,0.85,0.57,0.57,0.53,0.37,0.45,0.48,0.82,0.5,0.56,0.53,0.65,0.71,0.76
reactos-mirror.csv,0.46,0.53,0.93,0.62,0.7,0.52,0.75,0.73,0.61,0.51,0.55,0.5,0.57,1.0,0.68,0.66,0.56,0.6,0.76,1.0
xbplayer.csv,0.74,0.54,0.62,0.63,0.62,0.45,0.85,0.67,0.49,0.48,0.52,0.63,0.55,0.69,0.78,0.55,0.55,0.47,0.4,0.54
xmoto.csv,0.71,1.0,0.69,0.58,0.75,0.63,0.66,0.59,0.63,0.55,0.85,0.49,0.5,1.0,0.82,0.54,0.5,0.39,0.72,0.63
