,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.07,0.0,0.29,0.39,0.32,0.0,0.8,0.45,0.56,0.76,0.07,0.58,0.45,1.0,0.27,0.5,0.64,0.8,0.71,0.76
bibletime.csv,0.62,0.54,0.67,0.5,0.51,0.32,0.66,0.55,0.56,0.55,0.58,0.33,0.55,0.79,0.66,0.36,0.57,0.48,0.87,0.89
critterding.csv,0.55,0.27,1.0,0.85,0.79,0.67,0.95,0.78,0.56,0.92,0.87,0.42,0.9,0.82,1.0,1.0,0.85,0.84,0.71,0.83
etics.csv,0.13,0.27,0.14,0.1,0.3,0.31,0.05,0.11,0.33,0.27,0.24,0.04,0.44,0.08,0.31,0.14,0.02,0.09,0.38,0.4
fmri-dmt.csv,0.67,0.73,0.79,0.78,0.7,0.95,0.5,0.75,0.67,0.43,0.58,0.92,0.74,0.87,0.19,0.86,0.72,0.8,0.82,0.44
genecys.csv,0.72,0.98,0.88,0.7,0.84,0.73,0.97,0.86,0.44,0.94,0.58,0.92,0.87,1.0,0.92,0.79,0.69,0.77,0.67,0.9
genoviz.csv,0.02,0.07,0.02,0.05,0.02,0.12,0.04,0.02,0.22,0.03,0.13,0.0,0.13,0.03,0.19,0.0,0.0,0.0,0.07,0.1
kftpgrabber.csv,0.0,0.37,0.02,0.11,0.21,0.59,0.04,0.15,0.0,0.29,0.27,0.0,0.21,0.05,0.53,0.5,0.06,0.07,0.22,0.85
kvs.csv,0.32,0.2,0.24,0.26,0.09,0.38,0.21,0.3,0.22,0.35,0.33,0.04,0.06,0.32,0.9,0.29,0.32,0.23,0.73,0.5
mcore3d.csv,0.07,0.34,0.05,0.32,0.42,0.46,0.67,0.21,0.89,0.24,0.58,0.08,0.32,0.45,0.63,0.21,0.23,0.3,0.64,0.28
miranda.csv,0.0,0.0,0.21,0.28,0.32,0.0,0.67,0.31,0.89,0.46,0.07,0.75,0.35,1.0,0.11,0.5,0.63,0.66,0.71,0.41
modplug.csv,0.89,0.76,1.0,0.79,0.93,0.85,0.79,0.79,0.78,0.86,0.78,0.25,0.9,0.97,0.89,0.93,0.83,0.89,0.98,0.99
monetdb.csv,0.37,0.44,0.05,0.21,0.37,0.51,0.08,0.09,0.0,0.28,0.36,0.04,0.31,0.58,0.18,0.21,0.25,0.23,0.31,0.66
netatalk.csv,0.17,0.2,0.93,0.34,0.4,0.47,0.87,0.66,0.78,0.67,0.53,0.71,0.52,0.29,0.77,0.43,0.52,0.43,0.84,0.71
ogrehg.csv,0.07,0.2,0.29,0.22,0.54,0.6,0.29,0.27,0.33,0.47,0.42,0.54,0.35,0.08,0.58,0.36,0.1,0.2,0.58,0.77
passwordsafe.csv,0.11,0.17,0.6,0.38,0.56,0.27,0.34,0.39,0.56,0.49,0.42,0.17,0.63,0.61,0.58,0.57,0.2,0.43,0.42,0.74
projecteqemu.csv,0.72,0.17,0.48,0.16,0.33,0.62,0.04,0.3,0.33,0.31,0.27,0.21,0.31,0.82,0.5,0.43,0.08,0.11,0.71,0.75
reactos-mirror.csv,0.26,0.46,0.93,0.46,0.65,0.46,0.61,0.68,0.56,0.46,0.51,0.42,0.56,1.0,0.6,0.64,0.43,0.55,0.73,1.0
xbplayer.csv,0.22,0.27,0.1,0.33,0.26,0.3,0.05,0.17,0.22,0.12,0.44,0.42,0.55,0.26,0.4,0.29,0.17,0.23,0.4,0.43
xmoto.csv,0.61,0.02,0.43,0.26,0.32,0.38,0.49,0.29,0.44,0.44,0.16,0.12,0.31,1.0,0.48,0.43,0.22,0.27,0.4,0.3
