,recall,precision,pf,pci_20,ifa,wins
badtrinity-zero.csv,0.6950000000000001,0.44,0.475,0.405,1.0,7
bibletime.csv,0.6950000000000001,0.445,0.555,0.365,2.5,0
critterding.csv,0.88,0.41000000000000003,0.835,0.435,1.5,1
etics.csv,0.53,0.69,0.19,0.535,1.0,18
fmri-dmt.csv,0.59,0.365,0.735,0.635,1.0,4
genecys.csv,0.775,0.385,0.85,0.47,1.0,3
genoviz.csv,0.28,0.79,0.035,0.795,0.0,19
kftpgrabber.csv,0.355,0.6950000000000001,0.18,0.55,1.0,17
kvs.csv,0.38,0.475,0.295,0.54,1.5,6
mcore3d.csv,0.53,0.51,0.32,0.48,0.0,15
miranda.csv,0.55,0.44,0.38,0.47,1.0,8
modplug.csv,0.94,0.42,0.875,0.425,1.0,5
monetdb.csv,0.52,0.55,0.265,0.57,1.0,14
netatalk.csv,0.67,0.485,0.525,0.44,0.0,12
ogrehg.csv,0.655,0.625,0.33999999999999997,0.475,1.0,16
passwordsafe.csv,0.705,0.5800000000000001,0.425,0.48,1.5,11
projecteqemu.csv,0.615,0.5900000000000001,0.32,0.47,1.0,13
reactos-mirror.csv,0.755,0.495,0.56,0.44,1.0,10
xbplayer.csv,0.53,0.575,0.265,0.485,2.0,9
xmoto.csv,0.515,0.475,0.35,0.45999999999999996,2.0,2
