,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.5,0.1,0.09,0.09,0.25,0.04,0.34
jcl.csv,1.0,0.18,0.22,0.11,0.67,0.43,0.29
openxava.csv,0.5,0.34,0.44,0.36,0.34,0.36,0.3
tcvp.csv,0.0,0.1,0.0,0.02,0.1,0.24,0.0
vars-redux.csv,1.0,0.59,0.71,0.96,0.36,0.34,0.9
werx.csv,0.0,1.0,1.0,0.95,0.9,1.0,0.59
