,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.51,0.54,0.55,0.4,0.75,0.72,0.67,0.75,0.48,0.67,0.67,0.54,0.02,0.39,0.52
bl-toolkit.csv,0.78,0.78,0.65,0.77,0.76,0.02,0.97,0.86,0.6,0.72,0.55,0.51,0.74,0.67,0.92
bochs.csv,0.63,0.59,0.73,0.5,0.07,0.75,1.0,0.5,0.5,0.5,0.57,0.66,0.51,0.6,0.36
emeraldemu.csv,0.72,0.66,0.68,0.06,0.77,0.86,0.95,0.65,0.55,0.51,0.73,0.76,0.51,0.39,0.77
fbmanager.csv,0.0,0.61,0.74,0.6,0.79,0.9,0.67,0.5,0.58,0.58,0.86,0.85,0.56,0.54,0.67
modellus.csv,0.8,0.7,0.72,0.62,0.61,0.77,0.53,0.67,0.53,0.68,0.88,0.03,0.49,0.75,0.79
openmalaria.csv,0.57,0.44,0.58,0.59,0.57,0.57,0.42,0.47,0.45,0.53,0.07,0.74,0.7,0.42,0.42
pi-qmc.csv,0.65,0.73,0.57,0.63,0.64,0.59,0.92,0.64,0.59,0.54,0.57,0.48,0.5,0.6,0.04
plplot.csv,0.7,0.6,0.67,0.67,0.64,0.59,1.0,0.77,0.55,0.14,0.72,0.49,0.59,0.42,0.55
powerfolder.csv,1.0,1.0,1.0,0.99,1.0,0.98,1.0,1.0,0.99,1.0,0.98,0.91,0.99,0.0,1.0
psycle.csv,0.72,0.04,0.7,0.65,0.63,0.61,0.63,0.67,0.61,0.77,0.77,0.61,0.87,0.75,0.85
qgis.csv,0.63,0.61,0.02,0.48,0.55,0.59,0.58,0.53,0.44,0.47,0.61,0.48,0.47,0.55,0.73
sbml.csv,0.57,0.51,0.67,0.6,0.45,0.53,0.42,0.05,0.55,0.51,0.54,0.58,0.62,0.83,0.37
unimrcp.csv,0.91,0.69,0.85,0.63,0.85,0.93,0.04,0.92,0.62,0.77,0.98,0.63,0.58,0.41,0.77
wow-qrsk.csv,0.78,0.64,0.67,0.54,0.62,0.48,0.83,0.52,0.07,0.64,0.68,0.59,0.56,0.68,0.69
