,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.0,0.0,1.0,0.0,0.0,0.0,10.0,7.0,19.0,6.0,5.0,3.0,0.0,27.0,1.0
bl-toolkit.csv,7.0,0.0,0.0,4.0,1.0,0.0,14.0,6.0,1.0,13.0,0.0,0.0,1.0,45.0,32.0
bochs.csv,0.0,0.0,0.0,7.0,0.0,3.0,100.0,2.0,96.0,1.0,9.0,0.0,3.0,54.0,2.0
emeraldemu.csv,2.0,0.0,2.0,0.0,1.0,2.0,11.0,0.0,18.0,9.0,5.0,2.0,0.0,25.0,0.0
fbmanager.csv,0.0,0.0,4.0,4.0,2.0,3.0,2.0,1.0,48.0,6.0,9.0,0.0,1.0,38.0,10.0
modellus.csv,1.0,0.0,0.0,5.0,0.0,0.0,6.0,1.0,39.0,4.0,4.0,0.0,0.0,40.0,21.0
openmalaria.csv,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,1.0,0.0,2.0,5.0,27.0,2.0
pi-qmc.csv,0.0,4.0,0.0,1.0,1.0,1.0,14.0,2.0,34.0,4.0,4.0,3.0,1.0,42.0,1.0
plplot.csv,0.0,0.0,0.0,7.0,0.0,0.0,14.0,6.0,29.0,0.0,3.0,0.0,0.0,27.0,0.0
powerfolder.csv,64.0,268.0,171.0,0.0,208.0,0.0,100.0,107.0,0.0,77.0,0.0,1.0,0.0,0.0,77.0
psycle.csv,5.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,26.0,7.0,2.0,0.0,4.0,67.0,7.0
qgis.csv,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,20.0,4.0,1.0,2.0,1.0,47.0,1.0
sbml.csv,1.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,21.0,1.0,5.0,5.0,3.0,76.0,0.0
unimrcp.csv,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,2.0
wow-qrsk.csv,3.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,3.0,0.0,61.0,5.0
