,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.62,0.63,0.58,0.62,0.36,0.43,0.36,0.47,0.45,0.36,0.45,0.58,0.99,0.18,0.54
bl-toolkit.csv,0.39,0.37,0.51,0.34,0.39,0.99,0.42,0.42,0.34,0.36,0.6,0.63,0.49,0.08,0.29
bochs.csv,0.52,0.6,0.6,0.53,0.94,0.53,0.0,0.69,0.41,0.5,0.55,0.49,0.67,0.1,0.64
emeraldemu.csv,0.46,0.5,0.45,0.96,0.34,0.26,0.09,0.55,0.41,0.49,0.39,0.51,0.65,0.16,0.34
fbmanager.csv,1.0,0.62,0.38,0.44,0.48,0.27,0.37,0.73,0.36,0.44,0.24,0.25,0.63,0.12,0.38
modellus.csv,0.33,0.46,0.41,0.43,0.5,0.38,0.48,0.53,0.4,0.41,0.31,0.98,0.68,0.07,0.29
openmalaria.csv,0.63,0.72,0.59,0.53,0.59,0.65,0.59,0.77,0.45,0.47,0.96,0.63,0.71,0.16,0.58
pi-qmc.csv,0.53,0.51,0.63,0.45,0.47,0.64,0.43,0.72,0.36,0.47,0.56,0.65,0.69,0.1,0.96
plplot.csv,0.5,0.59,0.53,0.44,0.48,0.64,0.42,0.64,0.4,0.92,0.46,0.64,0.73,0.16,0.47
powerfolder.csv,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.02,0.0,0.05,0.17,0.02,1.0,0.0
psycle.csv,0.6,0.98,0.63,0.51,0.58,0.73,0.49,0.82,0.39,0.39,0.65,0.67,0.69,0.1,0.4
qgis.csv,0.51,0.59,0.99,0.54,0.55,0.61,0.46,0.71,0.46,0.52,0.52,0.65,0.71,0.13,0.36
sbml.csv,0.63,0.73,0.6,0.54,0.66,0.8,0.56,0.97,0.41,0.49,0.64,0.67,0.68,0.08,0.62
unimrcp.csv,0.16,0.46,0.26,0.48,0.25,0.14,0.96,0.15,0.41,0.33,0.05,0.57,0.56,0.29,0.34
wow-qrsk.csv,0.35,0.52,0.45,0.52,0.48,0.69,0.23,0.64,0.96,0.41,0.44,0.55,0.58,0.09,0.4
