,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.57,0.55,0.52,0.67,0.3,0.33,0.47,0.39,0.62,0.42,0.4,0.53,0.99,0.89,0.55
bl-toolkit.csv,0.35,0.3,0.51,0.46,0.42,0.98,0.13,0.35,0.53,0.53,0.63,0.63,0.46,0.57,0.4
bochs.csv,0.48,0.53,0.58,0.66,0.96,0.45,0.0,0.61,0.67,0.6,0.55,0.47,0.66,0.68,0.7
emeraldemu.csv,0.44,0.41,0.41,0.95,0.28,0.19,0.09,0.47,0.54,0.59,0.33,0.51,0.62,0.77,0.27
fbmanager.csv,1.0,0.55,0.34,0.5,0.51,0.21,0.5,0.66,0.57,0.52,0.2,0.19,0.61,0.61,0.4
modellus.csv,0.28,0.36,0.37,0.48,0.49,0.3,0.56,0.45,0.58,0.59,0.33,0.98,0.66,0.42,0.39
openmalaria.csv,0.63,0.65,0.6,0.69,0.65,0.57,0.81,0.7,0.73,0.59,0.94,0.58,0.63,0.87,0.74
pi-qmc.csv,0.51,0.44,0.65,0.58,0.46,0.56,0.3,0.63,0.62,0.65,0.58,0.65,0.67,0.68,0.99
plplot.csv,0.48,0.51,0.54,0.58,0.5,0.56,0.0,0.53,0.7,0.88,0.49,0.62,0.71,0.87,0.57
powerfolder.csv,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.02,0.11,0.01,1.0,0.0
psycle.csv,0.57,0.97,0.61,0.66,0.64,0.64,0.7,0.67,0.69,0.54,0.59,0.68,0.43,0.62,0.47
qgis.csv,0.43,0.52,0.98,0.65,0.56,0.53,0.48,0.63,0.69,0.64,0.45,0.65,0.7,0.8,0.31
sbml.csv,0.63,0.67,0.61,0.71,0.72,0.73,0.73,0.96,0.72,0.63,0.69,0.68,0.65,0.5,0.7
unimrcp.csv,0.11,0.36,0.18,0.43,0.18,0.1,0.97,0.1,0.45,0.28,0.02,0.57,0.49,0.64,0.27
wow-qrsk.csv,0.28,0.42,0.4,0.53,0.46,0.61,0.22,0.55,0.94,0.43,0.38,0.52,0.53,0.64,0.37
