,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,3.0,3.0,3.0,355.0,2.0,1.0,7.0,2.0,22.0,125.0,1.0,3.0,3.0,1.0,0.0,6.0,0.0
all-plasm.csv,0.0,10.0,21.0,0.0,2.0,0.0,8.0,4.0,26.0,836.0,3.0,4.0,6.0,0.0,0.0,2.0,1.0
applet2app.csv,0.0,7.0,23.0,0.0,7.0,0.0,0.0,3.0,6.0,642.0,2.0,2.0,2.0,0.0,2.0,12.0,10.0
autat.csv,3.0,3.0,0.0,355.0,0.0,2.0,0.0,1.0,12.0,838.0,1.0,6.0,0.0,3.0,2.0,0.0,7.0
autowikibrowser.csv,1.0,1.0,13.0,355.0,1.0,0.0,10.0,16.0,15.0,653.0,5.0,3.0,12.0,0.0,5.0,0.0,33.0
gbif-providertoolkit.csv,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,46.0,1.0,0.0,1.0,0.0,9.0,3.0,3.0
htmlunit.csv,3.0,64.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,294.0,4.0,0.0,5.0,0.0,0.0,14.0,27.0
kmatplot.csv,1.0,6.0,0.0,0.0,1.0,5.0,0.0,1.0,15.0,357.0,12.0,1.0,8.0,0.0,1.0,2.0,23.0
mcore3d.csv,6.0,3.0,8.0,355.0,7.0,0.0,8.0,5.0,14.0,637.0,4.0,8.0,11.0,2.0,28.0,8.0,5.0
nh3d.csv,0.0,0.0,0.0,0.0,1.0,0.0,2.0,80.0,276.0,83.0,0.0,1.0,0.0,0.0,367.0,1.0,0.0
qgo.csv,0.0,0.0,3.0,91.0,25.0,0.0,3.0,7.0,9.0,783.0,3.0,1.0,1.0,9.0,42.0,1.0,5.0
qtwin.csv,875.0,0.0,155.0,355.0,91.0,177.0,1.0,80.0,276.0,0.0,114.0,74.0,83.0,50.0,367.0,97.0,0.0
reactos-mirror.csv,0.0,11.0,1.0,0.0,2.0,2.0,7.0,3.0,25.0,1925.0,4.0,16.0,6.0,1.0,2.0,19.0,40.0
taokgame.csv,3.0,64.0,1.0,355.0,0.0,0.0,3.0,0.0,276.0,16.0,114.0,1.0,5.0,1.0,0.0,1.0,0.0
unbvision.csv,0.0,15.0,2.0,7.0,2.0,0.0,8.0,10.0,3.0,977.0,0.0,8.0,13.0,0.0,4.0,17.0,36.0
uwom.csv,0.0,7.0,1.0,0.0,10.0,0.0,2.0,2.0,9.0,533.0,2.0,3.0,1.0,0.0,3.0,5.0,0.0
wishmaster.csv,0.0,6.0,41.0,0.0,2.0,0.0,1.0,17.0,5.0,552.0,2.0,0.0,1.0,3.0,50.0,15.0,34.0
